time,jurisdiction,year,month,tas,RH
1/9/2021,WA,2021,9,14.15691223,67.79892082
1/10/2021,WA,2021,10,14.92575915,67.8373178
1/11/2021,WA,2021,11,18.75236845,58.85102267
1/12/2021,WA,2021,12,23.57172776,51.31359035
1/1/2022,WA,2022,1,25.38663092,48.07540883
1/2/2022,WA,2022,2,25.51052999,50.25719062
1/3/2022,WA,2022,3,22.83359271,59.53434107
1/4/2022,WA,2022,4,18.41894119,65.36427741
1/5/2022,WA,2022,5,15.13805534,72.0275301
1/6/2022,WA,2022,6,13.48692489,78.28944439
1/7/2022,WA,2022,7,12.55829421,74.60612541
1/8/2022,WA,2022,8,12.18804742,73.40358881
1/9/2022,WA,2022,9,14.2035198,71.9313924
1/10/2022,WA,2022,10,14.87706127,66.96881049
1/11/2022,WA,2022,11,18.34994138,60.4315366
1/12/2022,WA,2022,12,22.29593957,51.92666185
1/1/2023,WA,2023,1,24.2917265,48.92947401
1/2/2023,WA,2023,2,24.15172949,53.26940782
1/3/2023,WA,2023,3,22.18709128,61.24770075
1/4/2023,WA,2023,4,16.81790668,68.29179756
1/5/2023,WA,2023,5,15.40528011,63.49486446
1/6/2023,WA,2023,6,11.32553362,78.42050856
1/7/2023,WA,2023,7,12.40793137,75.56533192
1/8/2023,WA,2023,8,13.24196752,76.0329906
1/9/2023,WA,2023,9,15.94679823,71.66591705
1/10/2023,WA,2023,10,18.59840688,56.30876736
1/11/2023,WA,2023,11,22.76562717,53.24654223
1/12/2023,WA,2023,12,23.55250812,50.11574055
