time,jurisdiction,year,month,tas,RH
1/7/2013,TAS,2013,7,7.104237863,84.66289385
1/8/2013,TAS,2013,8,7.183217634,79.89597995
1/9/2013,TAS,2013,9,9.273849901,76.26817452
1/10/2013,TAS,2013,10,9.538714925,69.93961618
1/11/2013,TAS,2013,11,10.90578124,75.13872583
1/12/2013,TAS,2013,12,13.5202036,69.03013607
1/1/2014,TAS,2014,1,15.6570154,64.16716179
1/2/2014,TAS,2014,2,15.65178706,67.74607645
1/3/2014,TAS,2014,3,14.46772509,74.27805449
1/4/2014,TAS,2014,4,11.02455409,76.83500078
1/5/2014,TAS,2014,5,9.143024457,83.19509739
1/6/2014,TAS,2014,6,7.443053047,86.36194354
1/7/2014,TAS,2014,7,6.849841016,85.71987308
1/8/2014,TAS,2014,8,7.083270577,81.4433189
1/9/2014,TAS,2014,9,8.88304723,73.37001287
1/10/2014,TAS,2014,10,10.23462403,71.40159854
1/11/2014,TAS,2014,11,11.76492646,67.51374303
1/12/2014,TAS,2014,12,13.81569803,72.28429549
1/1/2015,TAS,2015,1,14.95531711,68.38446909
1/2/2015,TAS,2015,2,15.89262769,69.88402207
1/3/2015,TAS,2015,3,12.03607604,73.14445278
1/4/2015,TAS,2015,4,9.893755635,77.88626171
1/5/2015,TAS,2015,5,7.830411612,81.33492341
1/6/2015,TAS,2015,6,6.263918835,84.85590898
1/7/2015,TAS,2015,7,5.515718456,81.99081095
1/8/2015,TAS,2015,8,5.21887355,79.82790099
1/9/2015,TAS,2015,9,8.505393413,76.94451439
1/10/2015,TAS,2015,10,11.79290178,66.80560472
1/11/2015,TAS,2015,11,12.53746585,67.27641593
1/12/2015,TAS,2015,12,15.26171085,63.51971796
1/1/2016,TAS,2016,1,16.37312191,66.8114069
1/2/2016,TAS,2016,2,15.93320044,69.96443455
1/3/2016,TAS,2016,3,14.39439393,74.13998219
1/4/2016,TAS,2016,4,12.0801856,74.45074476
1/5/2016,TAS,2016,5,9.033465703,80.41370187
1/6/2016,TAS,2016,6,7.489374731,85.65017579
1/7/2016,TAS,2016,7,6.88617818,81.7138744
1/8/2016,TAS,2016,8,6.729593114,79.35091528
1/9/2016,TAS,2016,9,9.010777964,79.58938962
1/10/2016,TAS,2016,10,9.116013866,70.41359286
1/11/2016,TAS,2016,11,11.57387894,71.2003039
1/12/2016,TAS,2016,12,14.23110179,68.07183192
1/1/2017,TAS,2017,1,15.3999205,66.63477324
1/2/2017,TAS,2017,2,14.00390114,67.51633494
1/3/2017,TAS,2017,3,15.19538419,74.82418304
1/4/2017,TAS,2017,4,11.50166845,77.23953234
1/5/2017,TAS,2017,5,8.256076451,84.13033308
1/6/2017,TAS,2017,6,6.640708929,84.12348599
1/7/2017,TAS,2017,7,5.384268706,84.41568167
1/8/2017,TAS,2017,8,5.878298963,80.38608864
1/9/2017,TAS,2017,9,7.199518085,75.53786983
1/10/2017,TAS,2017,10,11.38857648,72.04679455
1/11/2017,TAS,2017,11,14.5706753,68.28131357
1/12/2017,TAS,2017,12,14.82231825,67.34849175
1/1/2018,TAS,2018,1,16.76593712,65.51828427
1/2/2018,TAS,2018,2,14.97276604,70.48334493
1/3/2018,TAS,2018,3,13.5919741,71.95568372
1/4/2018,TAS,2018,4,11.14239293,76.91340777
1/5/2018,TAS,2018,5,8.803351249,79.17291137
1/6/2018,TAS,2018,6,6.454303936,86.0405513
1/7/2018,TAS,2018,7,6.498735651,82.69884952
1/8/2018,TAS,2018,8,6.373728093,79.51618285
1/9/2018,TAS,2018,9,7.83443127,74.04213873
1/10/2018,TAS,2018,10,10.68048078,72.10639268
1/11/2018,TAS,2018,11,12.2421896,73.68660184
1/12/2018,TAS,2018,12,15.5978551,68.03146127
1/1/2019,TAS,2019,1,17.25276944,61.99612554
1/2/2019,TAS,2019,2,15.03514812,69.05866096
1/3/2019,TAS,2019,3,14.21429795,71.45256411
1/4/2019,TAS,2019,4,11.06175367,75.25171513
1/5/2019,TAS,2019,5,8.952622265,81.95505776
1/6/2019,TAS,2019,6,6.717072854,84.40002884
1/7/2019,TAS,2019,7,6.753735547,82.32965784
1/8/2019,TAS,2019,8,6.343762668,78.79485235
1/9/2019,TAS,2019,9,8.20803239,73.5373525
1/10/2019,TAS,2019,10,10.28485769,69.44149923
1/11/2019,TAS,2019,11,10.80499179,66.00815166
1/12/2019,TAS,2019,12,13.70451041,63.8281067
1/1/2020,TAS,2020,1,15.88804315,66.55113601
1/2/2020,TAS,2020,2,14.11313743,71.25489556
1/3/2020,TAS,2020,3,12.77889797,74.24745537
1/4/2020,TAS,2020,4,10.46131537,79.40676406
1/5/2020,TAS,2020,5,8.48268588,83.210666
1/6/2020,TAS,2020,6,6.694880179,86.16737489
1/7/2020,TAS,2020,7,5.767075998,85.6200381
1/8/2020,TAS,2020,8,6.391650201,81.90892865
1/9/2020,TAS,2020,9,8.602869366,77.08635313
1/10/2020,TAS,2020,10,9.735280386,75.82200473
1/11/2020,TAS,2020,11,13.62248141,68.45789467
1/12/2020,TAS,2020,12,12.6168672,70.0653528
1/1/2021,TAS,2021,1,14.96434788,67.24630109
1/2/2021,TAS,2021,2,14.84981188,71.0432464
1/3/2021,TAS,2021,3,13.19132301,74.1160694
1/4/2021,TAS,2021,4,10.72560569,76.51971914
1/5/2021,TAS,2021,5,8.176269015,80.55605634
1/6/2021,TAS,2021,6,7.897697461,88.40946871
1/7/2021,TAS,2021,7,6.510851099,84.94462039
1/8/2021,TAS,2021,8,7.293152795,79.98070355
1/9/2021,TAS,2021,9,8.025242691,74.30679098
1/10/2021,TAS,2021,10,9.739816072,76.73436739
1/11/2021,TAS,2021,11,11.38409232,73.42459793
1/12/2021,TAS,2021,12,13.56748887,64.78645718
1/1/2022,TAS,2022,1,16.75331113,74.674263
1/2/2022,TAS,2022,2,15.03543422,70.61480894
1/3/2022,TAS,2022,3,14.23249338,75.70997109
1/4/2022,TAS,2022,4,11.68877149,80.79475536
1/5/2022,TAS,2022,5,8.39922442,84.96143526
1/6/2022,TAS,2022,6,6.345690026,83.92199858
1/7/2022,TAS,2022,7,5.767859998,85.01169474
1/8/2022,TAS,2022,8,7.433329036,83.2482568
1/9/2022,TAS,2022,9,8.085188313,79.08421274
1/10/2022,TAS,2022,10,10.08239275,76.40687518
1/11/2022,TAS,2022,11,10.93498073,71.35481963
1/12/2022,TAS,2022,12,13.289874,70.2165105
1/1/2023,TAS,2023,1,16.00825824,69.87528264
1/2/2023,TAS,2023,2,15.02684415,68.97084865
1/3/2023,TAS,2023,3,12.92175651,73.21638832
1/4/2023,TAS,2023,4,11.15285838,79.67432729
1/5/2023,TAS,2023,5,7.950161509,80.6101944
1/6/2023,TAS,2023,6,7.241191907,84.7230309
1/7/2023,TAS,2023,7,7.77904504,81.03293291
1/8/2023,TAS,2023,8,7.573565063,80.03763845
1/9/2023,TAS,2023,9,9.454884492,73.2993979
1/10/2023,TAS,2023,10,9.533809627,70.86219985
1/11/2023,TAS,2023,11,12.72623743,71.66558589
1/12/2023,TAS,2023,12,14.31832107,67.99802652
1/1/2007,VIC,2007,1,20.21921875,58.37083976
1/2/2007,VIC,2007,2,21.59088645,61.42867815
1/3/2007,VIC,2007,3,17.57662206,64.2109078
1/4/2007,VIC,2007,4,14.59198466,68.47587806
1/5/2007,VIC,2007,5,12.60193532,77.64274787
1/6/2007,VIC,2007,6,7.494175052,83.91519305
1/7/2007,VIC,2007,7,7.396161837,83.36194792
1/8/2007,VIC,2007,8,9.575645403,74.480215
1/9/2007,VIC,2007,9,10.58956804,67.38169046
1/10/2007,VIC,2007,10,13.30288291,62.10728387
1/11/2007,VIC,2007,11,17.03999635,66.54386768
1/12/2007,VIC,2007,12,18.92837398,59.65206053
1/1/2008,VIC,2008,1,20.15251048,60.64540214
1/2/2008,VIC,2008,2,17.42905074,65.202897
1/3/2008,VIC,2008,3,18.32775585,57.69824554
1/4/2008,VIC,2008,4,12.94804859,69.20300838
1/5/2008,VIC,2008,5,10.13838472,81.71577378
1/6/2008,VIC,2008,6,9.879749041,82.75404626
1/7/2008,VIC,2008,7,7.461736624,80.69675431
1/8/2008,VIC,2008,8,7.490906823,79.73015285
1/9/2008,VIC,2008,9,10.83918507,64.39352082
1/10/2008,VIC,2008,10,13.65772313,59.77526006
1/11/2008,VIC,2008,11,14.92272365,65.5503386
1/12/2008,VIC,2008,12,15.8642441,63.76958601
1/1/2009,VIC,2009,1,20.07055999,52.09581138
1/2/2009,VIC,2009,2,19.59170497,58.52351732
1/3/2009,VIC,2009,3,16.88856988,65.62943832
1/4/2009,VIC,2009,4,13.12272803,70.08835535
1/5/2009,VIC,2009,5,10.7657435,80.52782436
1/6/2009,VIC,2009,6,8.533509203,85.61521272
1/7/2009,VIC,2009,7,8.14008023,79.92074863
1/8/2009,VIC,2009,8,9.675915039,74.19358276
1/9/2009,VIC,2009,9,11.02855183,69.00698805
1/10/2009,VIC,2009,10,12.2427917,69.89786967
1/11/2009,VIC,2009,11,18.80872205,61.73548796
1/12/2009,VIC,2009,12,17.89394459,60.47499606
1/1/2010,VIC,2010,1,19.4508947,58.8634518
1/2/2010,VIC,2010,2,20.55612881,64.20840101
1/3/2010,VIC,2010,3,17.86433267,68.57996043
1/4/2010,VIC,2010,4,14.97855835,74.90522209
1/5/2010,VIC,2010,5,10.76855588,81.64656515
1/6/2010,VIC,2010,6,7.972911623,84.49003022
1/7/2010,VIC,2010,7,7.640142467,85.8354359
1/8/2010,VIC,2010,8,7.79572081,80.40174211
1/9/2010,VIC,2010,9,9.482682923,76.25047714
1/10/2010,VIC,2010,10,12.73912343,72.48465901
1/11/2010,VIC,2010,11,15.66785389,69.86603169
1/12/2010,VIC,2010,12,16.68634769,67.97774072
1/1/2011,VIC,2011,1,19.68740313,68.19784651
1/2/2011,VIC,2011,2,18.14226563,73.80947695
1/3/2011,VIC,2011,3,15.8393359,73.74741276
1/4/2011,VIC,2011,4,13.05609185,77.80342916
1/5/2011,VIC,2011,5,9.356293527,82.06122956
1/6/2011,VIC,2011,6,8.522532408,82.9913523
1/7/2011,VIC,2011,7,7.977314677,81.56692562
1/8/2011,VIC,2011,8,9.675820664,78.01450528
1/9/2011,VIC,2011,9,11.01365077,69.76897812
1/10/2011,VIC,2011,10,13.12724894,71.46424227
1/11/2011,VIC,2011,11,16.57671503,68.05372321
1/12/2011,VIC,2011,12,17.44513738,64.6180473
1/1/2012,VIC,2012,1,19.79466633,60.49663962
1/2/2012,VIC,2012,2,19.21621039,66.96410274
1/3/2012,VIC,2012,3,15.95036073,71.77528884
1/4/2012,VIC,2012,4,13.79452736,74.31512948
1/5/2012,VIC,2012,5,9.974210659,78.95157862
1/6/2012,VIC,2012,6,8.086685277,83.39957246
1/7/2012,VIC,2012,7,7.898007494,84.88296569
1/8/2012,VIC,2012,8,8.294837414,75.94342747
1/9/2012,VIC,2012,9,10.62732309,71.82518804
1/10/2012,VIC,2012,10,12.52972377,67.00990017
1/11/2012,VIC,2012,11,16.27243176,63.60788995
1/12/2012,VIC,2012,12,17.57393506,60.46906677
1/1/2013,VIC,2013,1,19.54352428,56.23592208
1/2/2013,VIC,2013,2,20.73157783,60.36740668
1/3/2013,VIC,2013,3,18.88734389,60.35927794
1/4/2013,VIC,2013,4,13.95519856,71.09815192
1/5/2013,VIC,2013,5,10.65069692,77.71495135
1/6/2013,VIC,2013,6,8.150894452,85.46994184
1/7/2013,VIC,2013,7,8.733120349,83.09959219
1/8/2013,VIC,2013,8,9.533194795,78.02011398
1/9/2013,VIC,2013,9,12.39012562,72.17844398
1/10/2013,VIC,2013,10,12.27453996,67.32051833
1/11/2013,VIC,2013,11,14.32552621,67.79521658
1/12/2013,VIC,2013,12,17.46224027,62.06097654
1/1/2014,VIC,2014,1,20.65675148,55.91997376
1/2/2014,VIC,2014,2,20.10957781,58.11588724
1/3/2014,VIC,2014,3,17.75466197,67.50050642
1/4/2014,VIC,2014,4,14.16260023,74.53714669
1/5/2014,VIC,2014,5,12.10243738,79.4460966
1/6/2014,VIC,2014,6,9.477440367,86.2101248
1/7/2014,VIC,2014,7,8.204043857,83.83118024
1/8/2014,VIC,2014,8,8.553387936,78.53352743
1/9/2014,VIC,2014,9,10.9748583,72.17581679
1/10/2014,VIC,2014,10,14.00952784,66.20794047
1/11/2014,VIC,2014,11,16.10080924,60.03640347
1/12/2014,VIC,2014,12,17.71999781,63.91572858
1/1/2015,VIC,2015,1,19.24854667,62.99680117
1/2/2015,VIC,2015,2,20.38656752,64.7938352
1/3/2015,VIC,2015,3,15.82257882,65.06180478
1/4/2015,VIC,2015,4,12.7086285,74.28904455
1/5/2015,VIC,2015,5,10.43262361,78.77669637
1/6/2015,VIC,2015,6,8.029744564,84.08559681
1/7/2015,VIC,2015,7,7.170106983,80.91471288
1/8/2015,VIC,2015,8,8.088754969,79.68159368
1/9/2015,VIC,2015,9,10.39911588,72.99916294
1/10/2015,VIC,2015,10,16.47942586,60.19925054
1/11/2015,VIC,2015,11,16.15558872,63.77210768
1/12/2015,VIC,2015,12,20.07111284,52.1947373
1/1/2016,VIC,2016,1,19.68982361,63.81012003
1/2/2016,VIC,2016,2,19.44509183,62.86131205
1/3/2016,VIC,2016,3,18.82212728,66.05998969
1/4/2016,VIC,2016,4,15.24818108,66.58336879
1/5/2016,VIC,2016,5,11.7336333,77.02223081
1/6/2016,VIC,2016,6,8.495757574,86.10487137
1/7/2016,VIC,2016,7,8.84452415,84.2593094
1/8/2016,VIC,2016,8,8.975292891,77.65487519
1/9/2016,VIC,2016,9,10.66300533,78.60446917
1/10/2016,VIC,2016,10,11.64974261,67.31596627
1/11/2016,VIC,2016,11,14.47595325,68.34481273
1/12/2016,VIC,2016,12,18.36859878,60.51059951
1/1/2017,VIC,2017,1,19.88200831,60.19015715
1/2/2017,VIC,2017,2,18.62213824,62.34679019
1/3/2017,VIC,2017,3,19.50367875,64.61601966
1/4/2017,VIC,2017,4,14.08035279,73.45465191
1/5/2017,VIC,2017,5,10.41832126,80.50628085
1/6/2017,VIC,2017,6,7.628189401,85.27341672
1/7/2017,VIC,2017,7,7.414205278,80.74966578
1/8/2017,VIC,2017,8,8.07784976,77.7406195
1/9/2017,VIC,2017,9,10.2936291,69.7286549
1/10/2017,VIC,2017,10,13.82480686,68.97761084
1/11/2017,VIC,2017,11,18.29394688,61.97143289
1/12/2017,VIC,2017,12,18.34344902,63.68521624
1/1/2018,VIC,2018,1,21.00746726,59.74321483
1/2/2018,VIC,2018,2,20.02872372,58.73544828
1/3/2018,VIC,2018,3,17.64373986,59.83185764
1/4/2018,VIC,2018,4,15.16761309,67.49205757
1/5/2018,VIC,2018,5,11.15833317,76.83237203
1/6/2018,VIC,2018,6,7.851859976,83.97703108
1/7/2018,VIC,2018,7,8.059139374,76.49877744
1/8/2018,VIC,2018,8,8.198173725,73.48556393
1/9/2018,VIC,2018,9,10.01192415,67.76822027
1/10/2018,VIC,2018,10,14.09946581,64.57442681
1/11/2018,VIC,2018,11,15.43763069,65.42865655
1/12/2018,VIC,2018,12,19.78473396,63.18700723
1/1/2019,VIC,2019,1,22.0715425,56.21495286
1/2/2019,VIC,2019,2,19.61055804,58.65734632
1/3/2019,VIC,2019,3,18.25275358,60.59727299
1/4/2019,VIC,2019,4,14.97411653,64.21090876
1/5/2019,VIC,2019,5,11.06592468,79.92150831
1/6/2019,VIC,2019,6,8.478747188,83.69703702
1/7/2019,VIC,2019,7,8.628629303,82.5555205
1/8/2019,VIC,2019,8,8.045228398,77.35562653
1/9/2019,VIC,2019,9,10.34547683,72.44517999
1/10/2019,VIC,2019,10,13.86267346,64.35944096
1/11/2019,VIC,2019,11,14.36580059,63.33825779
1/12/2019,VIC,2019,12,18.37777977,58.20028085
1/1/2020,VIC,2020,1,19.69769674,62.56609845
1/2/2020,VIC,2020,2,18.45962568,71.04122747
1/3/2020,VIC,2020,3,16.3712265,66.45555901
1/4/2020,VIC,2020,4,13.00193955,76.3265405
1/5/2020,VIC,2020,5,9.788681475,81.08990061
1/6/2020,VIC,2020,6,8.167827186,85.64522486
1/7/2020,VIC,2020,7,7.977949541,86.42393414
1/8/2020,VIC,2020,8,8.580331175,80.16185757
1/9/2020,VIC,2020,9,11.42438493,72.22759273
1/10/2020,VIC,2020,10,13.31042584,73.4457713
1/11/2020,VIC,2020,11,17.59816231,62.38774283
1/12/2020,VIC,2020,12,16.249233,62.49308991
1/1/2021,VIC,2021,1,18.96708306,64.30556354
1/2/2021,VIC,2021,2,18.24601572,64.1614963
1/3/2021,VIC,2021,3,15.9716229,72.13566038
1/4/2021,VIC,2021,4,13.36562425,71.88293239
1/5/2021,VIC,2021,5,10.44525239,77.65634817
1/6/2021,VIC,2021,6,9.04204942,85.72529711
1/7/2021,VIC,2021,7,7.951714056,83.07683797
1/8/2021,VIC,2021,8,9.386961667,77.92186968
1/9/2021,VIC,2021,9,11.09930964,72.07933064
1/10/2021,VIC,2021,10,12.1905774,71.22370617
1/11/2021,VIC,2021,11,14.40508141,69.86728585
1/12/2021,VIC,2021,12,17.35475904,62.95686736
1/1/2022,VIC,2022,1,21.78456676,65.46185121
1/2/2022,VIC,2022,2,19.03161187,63.8926354
1/3/2022,VIC,2022,3,17.80215536,71.91737627
1/4/2022,VIC,2022,4,14.67699385,76.90409362
1/5/2022,VIC,2022,5,10.49260384,83.33740836
1/6/2022,VIC,2022,6,8.324674589,85.58751819
1/7/2022,VIC,2022,7,7.538265328,82.58927932
1/8/2022,VIC,2022,8,9.275134388,81.38242149
1/9/2022,VIC,2022,9,10.34911786,78.22677054
1/10/2022,VIC,2022,10,12.896791,77.32006768
1/11/2022,VIC,2022,11,13.6908335,73.14955317
1/12/2022,VIC,2022,12,16.85163251,64.78240889
1/1/2023,VIC,2023,1,19.72042422,64.11516839
1/2/2023,VIC,2023,2,18.50257994,63.69398223
1/3/2023,VIC,2023,3,16.74418215,70.99804807
1/4/2023,VIC,2023,4,13.53166575,77.20908196
1/5/2023,VIC,2023,5,9.92154519,81.11038261
1/6/2023,VIC,2023,6,9.179191759,83.50526744
1/7/2023,VIC,2023,7,8.789238916,83.44275056
1/8/2023,VIC,2023,8,9.444096965,80.69400691
1/9/2023,VIC,2023,9,12.34723811,68.46282279
1/10/2023,VIC,2023,10,12.40594631,68.58022069
1/11/2023,VIC,2023,11,16.03445476,70.16406845
1/12/2023,VIC,2023,12,17.95171566,68.9447454
1/1/2007,WA,2007,1,22.38012504,55.49978284
1/2/2007,WA,2007,2,23.5104295,57.57149128
1/3/2007,WA,2007,3,22.01284729,51.46735049
1/4/2007,WA,2007,4,18.03304391,66.93638978
1/5/2007,WA,2007,5,14.74918237,71.02609574
1/6/2007,WA,2007,6,13.38371906,69.3343086
1/7/2007,WA,2007,7,13.52661646,72.39250935
1/8/2007,WA,2007,8,13.09853825,73.58316916
1/9/2007,WA,2007,9,14.1992177,72.32012913
1/10/2007,WA,2007,10,16.07868481,64.39203451
1/11/2007,WA,2007,11,20.65374611,52.04445999
1/12/2007,WA,2007,12,20.93607081,54.50489928
1/1/2008,WA,2008,1,25.14521309,49.92160658
1/2/2008,WA,2008,2,24.80139932,51.83606838
1/3/2008,WA,2008,3,22.14380412,56.62625306
1/4/2008,WA,2008,4,17.61139349,67.1254082
1/5/2008,WA,2008,5,15.69151518,75.18092087
1/6/2008,WA,2008,6,13.01238567,72.65437883
1/7/2008,WA,2008,7,11.79929839,76.36983019
1/8/2008,WA,2008,8,11.74286783,65.06661431
1/9/2008,WA,2008,9,14.02323334,69.92766699
1/10/2008,WA,2008,10,17.01589134,64.92065303
1/11/2008,WA,2008,11,17.31709374,64.06980796
1/12/2008,WA,2008,12,20.9255562,58.26128754
1/1/2009,WA,2009,1,24.77033101,54.62533601
1/2/2009,WA,2009,2,23.93306541,52.4968816
1/3/2009,WA,2009,3,21.14485629,55.77580565
1/4/2009,WA,2009,4,19.69268678,55.95273955
1/5/2009,WA,2009,5,15.80106558,58.647097
1/6/2009,WA,2009,6,12.88330556,76.55921689
1/7/2009,WA,2009,7,11.57779385,76.42346277
1/8/2009,WA,2009,8,12.97531707,77.76442448
1/9/2009,WA,2009,9,12.95340405,70.65481669
1/10/2009,WA,2009,10,16.94642856,65.01392836
1/11/2009,WA,2009,11,19.59782317,58.68635166
1/12/2009,WA,2009,12,22.95713679,47.09100781
1/1/2010,WA,2010,1,25.2286254,46.9305388
1/2/2010,WA,2010,2,24.64821308,53.3232756
1/3/2010,WA,2010,3,22.89515954,55.76278629
1/4/2010,WA,2010,4,18.42389168,67.66942669
1/5/2010,WA,2010,5,14.58869101,68.76039647
1/6/2010,WA,2010,6,12.22118268,73.08711151
1/7/2010,WA,2010,7,11.13844669,74.79911632
1/8/2010,WA,2010,8,12.04409723,69.86992236
1/9/2010,WA,2010,9,14.20453332,60.61732231
1/10/2010,WA,2010,10,17.01646396,53.41880912
1/11/2010,WA,2010,11,21.63607216,47.75099834
1/12/2010,WA,2010,12,22.34518748,52.95599096
1/1/2011,WA,2011,1,24.81693358,54.53367593
1/2/2011,WA,2011,2,26.1177049,53.52014457
1/3/2011,WA,2011,3,23.75652756,52.747758
1/4/2011,WA,2011,4,19.76140721,57.38422623
1/5/2011,WA,2011,5,16.01640049,66.23523873
1/6/2011,WA,2011,6,13.57517344,73.30387157
1/7/2011,WA,2011,7,12.33906468,79.03864535
1/8/2011,WA,2011,8,13.32667341,73.06922047
1/9/2011,WA,2011,9,13.84895251,70.41214244
1/10/2011,WA,2011,10,17.22605961,67.69215109
1/11/2011,WA,2011,11,19.3194245,59.05557623
1/12/2011,WA,2011,12,23.01246284,56.38513987
1/1/2012,WA,2012,1,25.53561279,51.12780182
1/2/2012,WA,2012,2,23.62235711,57.50009695
1/3/2012,WA,2012,3,22.36675627,49.03494978
1/4/2012,WA,2012,4,19.00997717,61.93791184
1/5/2012,WA,2012,5,15.45965949,67.09709828
1/6/2012,WA,2012,6,13.45500933,73.17371981
1/7/2012,WA,2012,7,11.30494009,69.47674499
1/8/2012,WA,2012,8,12.90460832,74.08993888
1/9/2012,WA,2012,9,14.38237396,66.45714529
1/10/2012,WA,2012,10,17.63874938,59.39618159
1/11/2012,WA,2012,11,18.74758631,61.96390009
1/12/2012,WA,2012,12,23.49421653,55.02758505
1/1/2013,WA,2013,1,24.33872179,53.88872444
1/2/2013,WA,2013,2,25.20576454,48.82474965
1/3/2013,WA,2013,3,20.88420178,63.55119375
1/4/2013,WA,2013,4,20.91163842,65.82327539
1/5/2013,WA,2013,5,14.92369432,74.7139354
1/6/2013,WA,2013,6,12.69623177,75.12540156
1/7/2013,WA,2013,7,11.92085439,74.45616994
1/8/2013,WA,2013,8,14.04958928,77.25598407
1/9/2013,WA,2013,9,14.52517484,73.8356131
1/10/2013,WA,2013,10,17.09937064,66.78153856
1/11/2013,WA,2013,11,21.29022046,55.01272876
1/12/2013,WA,2013,12,22.73896093,51.08698956
1/1/2014,WA,2014,1,24.54827173,52.45790118
1/2/2014,WA,2014,2,24.71693558,47.99424215
1/3/2014,WA,2014,3,22.71477249,57.52092481
1/4/2014,WA,2014,4,19.08584488,62.38264836
1/5/2014,WA,2014,5,15.92662074,79.14265209
1/6/2014,WA,2014,6,12.67811796,72.71744481
1/7/2014,WA,2014,7,12.52355409,77.50531397
1/8/2014,WA,2014,8,14.68563841,70.30089431
1/9/2014,WA,2014,9,15.47538003,72.08844143
1/10/2014,WA,2014,10,17.63368242,65.88270493
1/11/2014,WA,2014,11,19.11121975,60.93910795
1/12/2014,WA,2014,12,21.57816412,53.1468128
1/1/2015,WA,2015,1,24.79529892,47.73208184
1/2/2015,WA,2015,2,24.91144623,55.60316313
1/3/2015,WA,2015,3,21.75205258,60.01522024
1/4/2015,WA,2015,4,18.44628233,62.86915788
1/5/2015,WA,2015,5,14.15837681,68.28624135
1/6/2015,WA,2015,6,14.08045101,73.77804538
1/7/2015,WA,2015,7,12.77312885,75.94860285
1/8/2015,WA,2015,8,12.9544819,74.64871112
1/9/2015,WA,2015,9,14.75349459,63.00066544
1/10/2015,WA,2015,10,19.0807193,61.70719889
1/11/2015,WA,2015,11,21.12223719,57.67914214
1/12/2015,WA,2015,12,22.18154272,51.82578621
1/1/2016,WA,2016,1,24.48430983,56.43529804
1/2/2016,WA,2016,2,24.06835858,50.81620768
1/3/2016,WA,2016,3,22.71273981,61.62969395
1/4/2016,WA,2016,4,18.83229757,70.82394275
1/5/2016,WA,2016,5,14.47094075,75.614816
1/6/2016,WA,2016,6,12.57031432,77.761442
1/7/2016,WA,2016,7,11.54421385,75.34910784
1/8/2016,WA,2016,8,11.73139289,74.85823835
1/9/2016,WA,2016,9,12.03943512,71.51963989
1/10/2016,WA,2016,10,15.29340017,65.07597288
1/11/2016,WA,2016,11,19.88030726,55.68927239
1/12/2016,WA,2016,12,21.22378938,55.29209429
1/1/2017,WA,2017,1,23.37709677,53.06644271
1/2/2017,WA,2017,2,22.87699308,62.52494276
1/3/2017,WA,2017,3,21.18222086,62.5168525
1/4/2017,WA,2017,4,18.62239903,62.13884534
1/5/2017,WA,2017,5,15.54699584,70.01528797
1/6/2017,WA,2017,6,13.64026726,67.15218074
1/7/2017,WA,2017,7,12.50525764,77.03999359
1/8/2017,WA,2017,8,12.9594067,75.72950692
1/9/2017,WA,2017,9,14.29141291,71.19477535
1/10/2017,WA,2017,10,16.3502289,65.2321299
1/11/2017,WA,2017,11,21.36983758,54.66253743
1/12/2017,WA,2017,12,22.44917617,53.74214346
1/1/2018,WA,2018,1,23.36993053,56.43297412
1/2/2018,WA,2018,2,22.71054581,60.1904279
1/3/2018,WA,2018,3,22.75223901,58.20806459
1/4/2018,WA,2018,4,18.82535132,67.40366037
1/5/2018,WA,2018,5,16.10992791,59.43081978
1/6/2018,WA,2018,6,12.9117538,76.27345734
1/7/2018,WA,2018,7,13.12798234,76.17189648
1/8/2018,WA,2018,8,12.02877199,75.18925243
1/9/2018,WA,2018,9,13.68273749,71.48896989
1/10/2018,WA,2018,10,16.95793294,69.93263526
1/11/2018,WA,2018,11,18.22911936,60.3490486
1/12/2018,WA,2018,12,21.91683033,56.43644657
1/1/2019,WA,2019,1,22.86646222,54.08918402
1/2/2019,WA,2019,2,23.68439231,55.11279042
1/3/2019,WA,2019,3,22.67031421,57.69762116
1/4/2019,WA,2019,4,18.24192234,61.4202454
1/5/2019,WA,2019,5,14.52318714,62.72411004
1/6/2019,WA,2019,6,13.35271498,69.13348205
1/7/2019,WA,2019,7,12.64258628,77.25980398
1/8/2019,WA,2019,8,13.16529471,68.53855813
1/9/2019,WA,2019,9,15.25732012,68.9276903
1/10/2019,WA,2019,10,17.24258506,64.91295846
1/11/2019,WA,2019,11,21.05281778,51.72685131
1/12/2019,WA,2019,12,25.0152053,48.3396322
1/1/2020,WA,2020,1,23.28905567,52.40589381
1/2/2020,WA,2020,2,25.01755069,56.3401705
1/3/2020,WA,2020,3,22.3331546,58.87980326
1/4/2020,WA,2020,4,19.53965554,62.68416617
1/5/2020,WA,2020,5,15.02071706,66.19233164
1/6/2020,WA,2020,6,14.64314888,69.60528485
1/7/2020,WA,2020,7,13.0429192,73.85275683
1/8/2020,WA,2020,8,12.84905137,73.77093794
1/9/2020,WA,2020,9,15.06552018,68.57448028
1/10/2020,WA,2020,10,17.70054146,60.85819432
1/11/2020,WA,2020,11,18.23441943,63.69554402
1/12/2020,WA,2020,12,23.42572427,47.63264144
1/1/2021,WA,2021,1,24.88151767,45.41204707
1/2/2021,WA,2021,2,22.77691148,56.16220195
1/3/2021,WA,2021,3,22.46580427,60.67011288
1/4/2021,WA,2021,4,19.44982996,64.5818708
1/5/2021,WA,2021,5,15.92644254,71.6982181
1/6/2021,WA,2021,6,12.2125588,77.79830947
1/7/2021,WA,2021,7,13.15576997,78.2847168
1/8/2021,WA,2021,8,13.09447515,72.6526954
