state,date,year,month,observed,observed_imp,popn,tas,RH
TAS,2011-07-01,2011,7,79,79,511880.0,5.671794964098156,81.36816317944164
TAS,2011-08-01,2011,8,104,104,511880.0,8.496191314409423,84.06225885495817
TAS,2011-09-01,2011,9,68,68,511880.0,8.402350352457184,74.24725714673411
TAS,2011-10-01,2011,10,13,13,511739.0,9.7098428868909,73.58573967516689
TAS,2011-11-01,2011,11,9,9,511739.0,12.503214407482906,71.37946018336618
TAS,2011-12-01,2011,12,7,8,511739.0,13.764608718571466,70.44625471933122
TAS,2012-01-01,2012,1,1,7,511993.0,15.705093076206916,66.17612189506863
TAS,2012-02-01,2012,2,4,7,511993.0,15.427735716745422,70.61545676617553
TAS,2012-03-01,2012,3,6,7,511993.0,13.052501269127395,73.74888618856251
TAS,2012-04-01,2012,4,4,4,511724.0,11.579377480850296,78.38441416935444
TAS,2012-05-01,2012,5,5,6,511724.0,8.51153981469551,83.22063606450865
TAS,2012-06-01,2012,6,53,53,511724.0,6.299063109764982,83.49638513226645
TAS,2012-07-01,2012,7,579,579,511582.0,6.053771411762547,85.99143682415162
TAS,2012-08-01,2012,8,378,378,511582.0,6.487898944286876,80.55872930306168
TAS,2012-09-01,2012,9,30,30,511582.0,8.244310459938209,76.65444319554359
TAS,2012-10-01,2012,10,16,16,511813.0,9.596257539459822,71.87938886317774
TAS,2012-11-01,2012,11,15,17,511813.0,12.587318148356443,69.41562272818977
TAS,2012-12-01,2012,12,4,5,511813.0,13.646551556071383,65.87023547642904
TAS,2013-01-01,2013,1,2,4,512240.0,15.436747568622856,62.49001852855613
TAS,2013-02-01,2013,2,4,5,512240.0,16.050211207573337,69.04800920737199
TAS,2013-03-01,2013,3,2,5,512240.0,15.472282412520704,70.57106104746855
TAS,2013-04-01,2013,4,5,5,512231.0,10.52943109962087,75.65327012035726
TAS,2013-05-01,2013,5,2,5,512231.0,8.374178102491586,82.56425673743615
TAS,2013-06-01,2013,6,5,5,512231.0,6.841001309872053,85.5607891077315
TAS,2013-07-01,2013,7,15,15,512510.0,7.1042378627772615,84.66289385064351
TAS,2013-08-01,2013,8,67,67,512510.0,7.183217634422521,79.89597994636601
TAS,2013-09-01,2013,9,77,77,512510.0,9.273849901203883,76.26817452075124
TAS,2013-10-01,2013,10,60,60,513015.0,9.538714924724722,69.9396161830384
TAS,2013-11-01,2013,11,40,40,513015.0,10.905781241286142,75.13872583154412
TAS,2013-12-01,2013,12,17,17,513015.0,13.520203597188557,69.03013607065276
TAS,2014-01-01,2014,1,22,22,513681.0,15.65701539708186,64.16716179163708
TAS,2014-02-01,2014,2,16,16,513681.0,15.651787056122773,67.74607644849387
TAS,2014-03-01,2014,3,12,12,513681.0,14.467725091918131,74.27805448943948
TAS,2014-04-01,2014,4,17,17,513621.0,11.024554087741198,76.8350007791734
TAS,2014-05-01,2014,5,20,20,513621.0,9.14302445723456,83.19509738547083
TAS,2014-06-01,2014,6,42,42,513621.0,7.443053047069686,86.36194353596665
TAS,2014-07-01,2014,7,69,69,513898.0,6.84984101643462,85.71987307874201
TAS,2014-08-01,2014,8,253,253,513898.0,7.083270577112131,81.44331889978213
TAS,2014-09-01,2014,9,161,161,513898.0,8.883047229850025,73.37001286842711
TAS,2014-10-01,2014,10,41,41,514040.0,10.234624033232816,71.40159853669735
TAS,2014-11-01,2014,11,8,8,514040.0,11.76492645621478,67.51374302504756
TAS,2014-12-01,2014,12,15,20,514040.0,13.815698026287915,72.28429548999564
TAS,2015-01-01,2015,1,9,13,514812.0,14.955317113594344,68.38446908563631
TAS,2015-02-01,2015,2,7,7,514812.0,15.892627691909146,69.8840220703917
TAS,2015-03-01,2015,3,19,23,514812.0,12.036076038479804,73.14445278317146
TAS,2015-04-01,2015,4,34,34,515117.0,9.8937556352408,77.88626170551329
TAS,2015-05-01,2015,5,36,36,515117.0,7.830411612322277,81.3349234057253
TAS,2015-06-01,2015,6,64,64,515117.0,6.263918835037831,84.85590897818857
TAS,2015-07-01,2015,7,161,161,515697.0,5.5157184555603935,81.99081095435392
TAS,2015-08-01,2015,8,483,483,515697.0,5.21887354990222,79.82790098815056
TAS,2015-09-01,2015,9,491,491,515697.0,8.505393412710832,76.94451439024937
TAS,2015-10-01,2015,10,106,106,515694.0,11.792901777254668,66.80560471792992
TAS,2015-11-01,2015,11,17,17,515694.0,12.537465849470944,67.27641593002842
TAS,2015-12-01,2015,12,12,12,515694.0,15.261710845275934,63.519717964499705
TAS,2016-01-01,2016,1,8,11,516861.0,16.37312191129047,66.81140689879638
TAS,2016-02-01,2016,2,16,16,516861.0,15.933200438713932,69.96443454549954
TAS,2016-03-01,2016,3,22,22,516861.0,14.394393925460692,74.13998218598327
TAS,2016-04-01,2016,4,26,26,517514.0,12.080185598863888,74.45074476352258
TAS,2016-05-01,2016,5,18,18,517514.0,9.033465702887556,80.41370187475614
TAS,2016-06-01,2016,6,28,28,517514.0,7.489374730878444,85.65017578703836
TAS,2016-07-01,2016,7,43,43,519606.0,6.886178179555092,81.71387439775067
TAS,2016-08-01,2016,8,257,257,519606.0,6.7295931141448015,79.35091528241557
TAS,2016-09-01,2016,9,451,451,519606.0,9.010777964049176,79.58938961822147
TAS,2016-10-01,2016,10,100,100,521981.0,9.116013865553647,70.41359286495681
TAS,2016-11-01,2016,11,57,57,521981.0,11.573878944675144,71.20030390130036
TAS,2016-12-01,2016,12,29,29,521981.0,14.231101791834616,68.07183191558948
TAS,2017-01-01,2017,1,34,34,524574.0,15.399920499771184,66.63477323604886
TAS,2017-02-01,2017,2,29,29,524574.0,14.003901141486278,67.516334939976
TAS,2017-03-01,2017,3,44,44,524574.0,15.195384193890266,74.82418303640428
TAS,2017-04-01,2017,4,31,31,526762.0,11.501668453523546,77.23953233503897
TAS,2017-05-01,2017,5,31,31,526762.0,8.256076450774113,84.13033308487627
TAS,2017-06-01,2017,6,70,70,526762.0,6.640708928668964,84.12348599462987
TAS,2017-07-01,2017,7,305,305,529350.0,5.384268705649061,84.41568167486045
TAS,2017-08-01,2017,8,1057,1057,529350.0,5.87829896289218,80.3860886360305
TAS,2017-09-01,2017,9,1605,1605,529350.0,7.19951808466352,75.5378698261442
TAS,2017-10-01,2017,10,217,217,531561.0,11.388576480289252,72.04679454917385
TAS,2017-11-01,2017,11,55,55,531561.0,14.57067529626988,68.2813135742136
TAS,2017-12-01,2017,12,32,32,531561.0,14.82231825494224,67.34849175252705
TAS,2018-01-01,2018,1,14,14,534754.0,16.765937119738183,65.51828426715909
TAS,2018-02-01,2018,2,24,24,534754.0,14.972766035273208,70.48334493167192
TAS,2018-03-01,2018,3,30,30,534754.0,13.591974104583269,71.95568372340423
TAS,2018-04-01,2018,4,20,20,537291.0,11.142392931685183,76.91340777151785
TAS,2018-05-01,2018,5,10,10,537291.0,8.80335124897846,79.17291136687551
TAS,2018-06-01,2018,6,28,28,537291.0,6.454303936069427,86.04055130296513
TAS,2018-07-01,2018,7,21,21,540241.0,6.498735650623919,82.6988495205029
TAS,2018-08-01,2018,8,35,35,540241.0,6.373728093354748,79.5161828474919
TAS,2018-09-01,2018,9,81,81,540241.0,7.834431269735184,74.04213872990216
TAS,2018-10-01,2018,10,82,82,542927.0,10.680480775855028,72.1063926788332
TAS,2018-11-01,2018,11,70,70,542927.0,12.242189595228542,73.68660184419721
TAS,2018-12-01,2018,12,35,35,542927.0,15.597855102062118,68.03146127479246
TAS,2019-01-01,2019,1,55,55,545803.0,17.25276943880111,61.9961255393417
TAS,2019-02-01,2019,2,69,69,545803.0,15.03514811980062,69.05866096317948
TAS,2019-03-01,2019,3,172,172,545803.0,14.214297951284973,71.45256411299026
TAS,2019-04-01,2019,4,361,361,547841.0,11.061753674012756,75.25171512628287
TAS,2019-05-01,2019,5,348,348,547841.0,8.952622264740317,81.9550577590787
TAS,2019-06-01,2019,6,394,394,547841.0,6.717072853639376,84.40002884161913
TAS,2019-07-01,2019,7,487,487,549947.0,6.753735546973835,82.32965783525064
TAS,2019-08-01,2019,8,613,613,549947.0,6.343762668426776,78.79485235178004
TAS,2019-09-01,2019,9,346,346,549947.0,8.20803239028523,73.53735250020235
TAS,2019-10-01,2019,10,148,148,553340.0,10.284857690832249,69.44149923435197
TAS,2019-11-01,2019,11,95,95,553340.0,10.804991791696816,66.00815166217467
TAS,2019-12-01,2019,12,50,50,553340.0,13.704510409689892,63.8281067043711
TAS,2022-01-01,2022,1,0,0,570272.0,16.753311133890143,74.6742629953443
TAS,2022-02-01,2022,2,0,4,570272.0,15.035434218291716,70.6148089405707
TAS,2022-03-01,2022,3,4,7,570272.0,14.232493382672343,75.70997109466228
TAS,2022-04-01,2022,4,19,21,571051.0,11.68877148891119,80.79475535635275
TAS,2022-05-01,2022,5,223,223,571051.0,8.399224419587455,84.96143525902977
TAS,2022-06-01,2022,6,1457,1457,571051.0,6.345690025763298,83.92199858206963
TAS,2022-07-01,2022,7,945,945,571691.0,5.767859997849202,85.01169473873904
TAS,2022-08-01,2022,8,120,120,571691.0,7.433329036247503,83.24825679672836
TAS,2022-09-01,2022,9,65,65,571691.0,8.085188313438564,79.08421273969567
TAS,2022-10-01,2022,10,28,28,572352.0,10.08239274506359,76.4068751846104
TAS,2022-11-01,2022,11,27,27,572352.0,10.934980732714786,71.35481962660539
TAS,2022-12-01,2022,12,52,52,572352.0,13.289873995165596,70.21651049961224
VIC,2008-01-01,2008,1,14,14,5233000.0,20.15251047541248,60.6454021397633
VIC,2008-02-01,2008,2,6,7,5233000.0,17.42905073962864,65.20289699633193
VIC,2008-03-01,2008,3,10,14,5233000.0,18.32775585033672,57.69824553992415
VIC,2008-04-01,2008,4,26,26,5256375.0,12.948048592707323,69.20300837986821
VIC,2008-05-01,2008,5,23,23,5256375.0,10.13838472170102,81.71577378377157
VIC,2008-06-01,2008,6,29,29,5256375.0,9.879749041258206,82.75404626081703
VIC,2008-07-01,2008,7,82,82,5286549.0,7.461736624335693,80.69675431166533
VIC,2008-08-01,2008,8,446,446,5286549.0,7.490906823372659,79.73015285313782
VIC,2008-09-01,2008,9,443,443,5286549.0,10.839185074347302,64.3935208187621
VIC,2008-10-01,2008,10,175,175,5313285.0,13.6577231285406,59.77526005683795
VIC,2008-11-01,2008,11,31,31,5313285.0,14.92272365351344,65.5503386005814
VIC,2008-12-01,2008,12,18,18,5313285.0,15.864244095419842,63.76958600989523
VIC,2009-01-01,2009,1,14,18,5347672.0,20.070559987466822,52.09581137503957
VIC,2009-02-01,2009,2,10,12,5347672.0,19.59170497202808,58.52351732455514
VIC,2009-03-01,2009,3,12,12,5347672.0,16.888569878070747,65.62943832002279
VIC,2009-04-01,2009,4,16,22,5371934.0,13.12272803279477,70.0883553539942
VIC,2009-05-01,2009,5,1455,1455,5371934.0,10.765743499999823,80.52782436193871
VIC,2009-06-01,2009,6,3292,3292,5371934.0,8.533509203374564,85.61521271566778
VIC,2009-07-01,2009,7,1738,1738,5398874.0,8.140080230209113,79.9207486268736
VIC,2009-08-01,2009,8,368,368,5398874.0,9.67591503911012,74.19358275712426
VIC,2009-09-01,2009,9,64,64,5398874.0,11.028551830725188,69.0069880524096
VIC,2009-10-01,2009,10,34,34,5419249.0,12.242791695047806,69.89786967238523
VIC,2009-11-01,2009,11,24,24,5419249.0,18.80872205305024,61.7354879568388
VIC,2009-12-01,2009,12,13,13,5419249.0,17.893944586559726,60.47499605633972
VIC,2010-01-01,2010,1,16,16,5445172.0,19.450894700034222,58.863451801610005
VIC,2010-02-01,2010,2,26,26,5445172.0,20.55612881153081,64.20840100594991
VIC,2010-03-01,2010,3,17,17,5445172.0,17.864332670381778,68.5799604259049
VIC,2010-04-01,2010,4,40,40,5461101.0,14.978558347857437,74.90522208525927
VIC,2010-05-01,2010,5,41,41,5461101.0,10.768555878764229,81.6465651460476
VIC,2010-06-01,2010,6,57,57,5461101.0,7.972911623302994,84.4900302244284
VIC,2010-07-01,2010,7,179,179,5478710.0,7.640142466903962,85.83543590047834
VIC,2010-08-01,2010,8,552,552,5478710.0,7.795720809734891,80.40174211332868
VIC,2010-09-01,2010,9,750,750,5478710.0,9.482682922616862,76.25047713520416
VIC,2010-10-01,2010,10,237,237,5495711.0,12.739123434031375,72.4846590142568
VIC,2010-11-01,2010,11,58,58,5495711.0,15.667853887948812,69.866031685189
VIC,2010-12-01,2010,12,115,115,5495711.0,16.68634769361135,67.97774072291703
VIC,2011-01-01,2011,1,114,114,5520378.0,19.687403127715637,68.1978465051067
VIC,2011-02-01,2011,2,119,119,5520378.0,18.14226562618954,73.80947695175298
VIC,2011-03-01,2011,3,87,87,5520378.0,15.83933590202349,73.74741275561881
VIC,2011-04-01,2011,4,92,92,5537817.0,13.056091849857962,77.80342915545928
VIC,2011-05-01,2011,5,103,103,5537817.0,9.356293526951534,82.06122956156355
VIC,2011-06-01,2011,6,119,119,5537817.0,8.52253240820142,82.99135229564327
VIC,2011-07-01,2011,7,332,332,5564662.0,7.977314677477266,81.56692562467772
VIC,2011-08-01,2011,8,673,673,5564662.0,9.675820664465034,78.01450528136888
VIC,2011-09-01,2011,9,995,995,5564662.0,11.013650766627736,69.76897811642536
VIC,2011-10-01,2011,10,343,343,5591818.0,13.127248935184976,71.46424226556778
VIC,2011-11-01,2011,11,137,137,5591818.0,16.57671503205069,68.05372321246627
VIC,2011-12-01,2011,12,93,93,5591818.0,17.445137380992957,64.61804730056441
VIC,2012-01-01,2012,1,52,52,5625354.0,19.794666327959263,60.49663961681723
VIC,2012-02-01,2012,2,38,38,5625354.0,19.21621038741113,66.96410274479014
VIC,2012-03-01,2012,3,104,104,5625354.0,15.950360732750026,71.77528883627731
VIC,2012-04-01,2012,4,83,83,5651091.0,13.794527358866285,74.31512947986523
VIC,2012-05-01,2012,5,102,102,5651091.0,9.97421065919035,78.95157861521884
VIC,2012-06-01,2012,6,654,654,5651091.0,8.086685277365891,83.39957245773658
VIC,2012-07-01,2012,7,1629,1629,5680420.0,7.898007494057398,84.8829656899887
VIC,2012-08-01,2012,8,1959,1959,5680420.0,8.294837414201773,75.9434274730845
VIC,2012-09-01,2012,9,816,816,5680420.0,10.627323091132116,71.82518804029606
VIC,2012-10-01,2012,10,248,248,5709586.0,12.52972376574678,67.00990016990946
VIC,2012-11-01,2012,11,207,207,5709586.0,16.272431755797992,63.60788994988925
VIC,2012-12-01,2012,12,95,95,5709586.0,17.57393506257143,60.46906677334429
VIC,2013-01-01,2013,1,122,122,5744915.0,19.54352428118008,56.23592207600078
VIC,2013-02-01,2013,2,118,118,5744915.0,20.73157783071102,60.36740667517478
VIC,2013-03-01,2013,3,92,92,5744915.0,18.88734389124454,60.359277944455705
VIC,2013-04-01,2013,4,67,67,5772669.0,13.95519855773092,71.09815192260658
VIC,2013-05-01,2013,5,176,176,5772669.0,10.650696924751584,77.71495134873082
VIC,2013-06-01,2013,6,253,253,5772669.0,8.1508944523074,85.46994183619199
VIC,2013-07-01,2013,7,645,645,5804499.0,8.733120348865393,83.09959218862681
VIC,2013-08-01,2013,8,1912,1912,5804499.0,9.533194795125183,78.0201139818458
VIC,2013-09-01,2013,9,1249,1249,5804499.0,12.390125621377628,72.1784439808548
VIC,2013-10-01,2013,10,503,503,5832585.0,12.274539964904047,67.32051833423124
VIC,2013-11-01,2013,11,429,429,5832585.0,14.325526208988666,67.79521658211272
VIC,2013-12-01,2013,12,270,270,5832585.0,17.4622402665529,62.06097654240359
VIC,2014-01-01,2014,1,273,273,5869511.0,20.65675148054474,55.91997375508007
VIC,2014-02-01,2014,2,146,146,5869511.0,20.10957781382613,58.11588724372644
VIC,2014-03-01,2014,3,161,161,5869511.0,17.75466196951839,67.5005064157253
VIC,2014-04-01,2014,4,125,125,5894917.0,14.162600231559296,74.53714668543118
VIC,2014-05-01,2014,5,315,315,5894917.0,12.102437380293631,79.44609660066925
VIC,2014-06-01,2014,6,419,419,5894917.0,9.477440366917516,86.21012480093792
VIC,2014-07-01,2014,7,998,998,5927199.0,8.20404385738352,83.83118023793563
VIC,2014-08-01,2014,8,3615,3615,5927199.0,8.553387936247708,78.5335274343754
VIC,2014-09-01,2014,9,2579,2579,5927199.0,10.97485830137158,72.17581679390246
VIC,2014-10-01,2014,10,844,844,5957512.0,14.00952783781874,66.20794047039544
VIC,2014-11-01,2014,11,225,225,5957512.0,16.100809244810822,60.03640347208214
VIC,2014-12-01,2014,12,173,173,5957512.0,17.719997810679498,63.91572857821621
VIC,2015-01-01,2015,1,213,213,5995205.0,19.248546673061487,62.99680116680749
VIC,2015-02-01,2015,2,184,184,5995205.0,20.38656752196752,64.79383519581899
VIC,2015-03-01,2015,3,260,260,5995205.0,15.822578824160042,65.06180478113558
VIC,2015-04-01,2015,4,370,370,6022322.0,12.708628500200808,74.28904455489875
VIC,2015-05-01,2015,5,504,504,6022322.0,10.43262360844413,78.7766963661756
VIC,2015-06-01,2015,6,913,913,6022322.0,8.029744563646359,84.08559680734913
VIC,2015-07-01,2015,7,3090,3090,6057558.0,7.170106983240239,80.91471288215045
VIC,2015-08-01,2015,8,6044,6044,6057558.0,8.088754968854262,79.68159368220364
VIC,2015-09-01,2015,9,4589,4589,6057558.0,10.399115877064473,72.99916294258438
VIC,2015-10-01,2015,10,929,929,6093049.0,16.479425864444977,60.19925054449661
VIC,2015-11-01,2015,11,136,136,6093049.0,16.15558872230037,63.77210767533919
VIC,2015-12-01,2015,12,78,78,6093049.0,20.07111284329832,52.19473730419031
VIC,2016-01-01,2016,1,135,135,6138627.0,19.689823609282303,63.81012002854085
VIC,2016-02-01,2016,2,198,198,6138627.0,19.44509182554606,62.86131205259823
VIC,2016-03-01,2016,3,294,294,6138627.0,18.82212727868718,66.0599896851359
VIC,2016-04-01,2016,4,441,441,6173172.0,15.248181075862554,66.58336878753826
VIC,2016-05-01,2016,5,248,248,6173172.0,11.733633301299136,77.02223081413776
VIC,2016-06-01,2016,6,329,329,6173172.0,8.495757573667724,86.10487136693293
VIC,2016-07-01,2016,7,1149,1149,6205852.0,8.844524149684858,84.25930940037564
VIC,2016-08-01,2016,8,3124,3124,6205852.0,8.975292890503214,77.65487519241859
VIC,2016-09-01,2016,9,4464,4464,6205852.0,10.663005334146066,78.60446916753108
VIC,2016-10-01,2016,10,1325,1325,6235781.0,11.649742611834396,67.31596626812636
VIC,2016-11-01,2016,11,655,655,6235781.0,14.475953247110745,68.34481272948341
VIC,2016-12-01,2016,12,575,575,6235781.0,18.36859877941677,60.51059950844612
VIC,2017-01-01,2017,1,372,372,6278555.0,19.882008310483997,60.190157146831226
VIC,2017-02-01,2017,2,322,322,6278555.0,18.622138238436264,62.34679019054005
VIC,2017-03-01,2017,3,368,368,6278555.0,19.503678749751472,64.61601965590582
VIC,2017-04-01,2017,4,298,298,6302608.0,14.080352791519385,73.45465191039229
VIC,2017-05-01,2017,5,489,489,6302608.0,10.418321260583893,80.50628085181822
VIC,2017-06-01,2017,6,1519,1519,6302608.0,7.62818940076679,85.27341672348797
VIC,2017-07-01,2017,7,5579,5579,6333514.0,7.414205277599764,80.74966578145545
VIC,2017-08-01,2017,8,14232,14232,6333514.0,8.077849759900973,77.7406194980675
VIC,2017-09-01,2017,9,20715,20715,6333514.0,10.293629099731213,69.72865489689437
VIC,2017-10-01,2017,10,3531,3531,6358210.0,13.824806859511488,68.97761084059165
VIC,2017-11-01,2017,11,538,538,6358210.0,18.29394687705393,61.9714328921469
VIC,2017-12-01,2017,12,246,246,6358210.0,18.34344902489853,63.6852162386425
VIC,2018-01-01,2018,1,574,574,6398586.0,21.007467263069632,59.743214832174814
VIC,2018-02-01,2018,2,536,536,6398586.0,20.028723722890625,58.73544827950172
VIC,2018-03-01,2018,3,513,513,6398586.0,17.643739859923954,59.83185764235517
VIC,2018-04-01,2018,4,360,360,6423038.0,15.167613093404864,67.49205756697857
VIC,2018-05-01,2018,5,308,308,6423038.0,11.158333170148182,76.83237202615662
VIC,2018-06-01,2018,6,288,288,6423038.0,7.851859975696858,83.97703107583523
VIC,2018-07-01,2018,7,439,439,6454976.0,8.059139373882925,76.49877744155884
VIC,2018-08-01,2018,8,1183,1183,6454976.0,8.198173724510516,73.48556392899428
VIC,2018-09-01,2018,9,2322,2322,6454976.0,10.011924145954373,67.76822026536914
VIC,2018-10-01,2018,10,2062,2062,6479695.0,14.099465805774768,64.5744268143388
VIC,2018-11-01,2018,11,1835,1835,6479695.0,15.43763068730299,65.428656545444
VIC,2018-12-01,2018,12,1304,1304,6479695.0,19.78473395562827,63.187007234703785
VIC,2019-01-01,2019,1,1263,1263,6518716.0,22.071542504758867,56.21495286305763
VIC,2019-02-01,2019,2,1157,1157,6518716.0,19.610558044925064,58.65734632495647
VIC,2019-03-01,2019,3,2413,2413,6518716.0,18.25275358218161,60.59727299049696
VIC,2019-04-01,2019,4,3806,3806,6537305.0,14.974116534001949,64.2109087634507
VIC,2019-05-01,2019,5,8654,8654,6537305.0,11.065924680350314,79.92150831095613
VIC,2019-06-01,2019,6,11602,11602,6537305.0,8.478747188317056,83.69703701600525
VIC,2019-07-01,2019,7,13338,13338,6567898.0,8.62862930300658,82.55552049972277
VIC,2019-08-01,2019,8,13572,13572,6567898.0,8.045228398418342,77.35562653127134
VIC,2019-09-01,2019,9,8286,8286,6567898.0,10.345476828600416,72.44517999242298
VIC,2019-10-01,2019,10,2940,2940,6590050.0,13.86267345749576,64.35944095760246
VIC,2019-11-01,2019,11,1233,1233,6590050.0,14.365800590870467,63.33825778806924
VIC,2019-12-01,2019,12,1247,1247,6590050.0,18.377779766172733,58.20028085086688
VIC,2022-01-01,2022,1,13,13,6604868.0,21.784566760766825,65.46185120848226
VIC,2022-02-01,2022,2,4,5,6604868.0,19.03161187311632,63.89263540229188
VIC,2022-03-01,2022,3,64,64,6604868.0,17.802155362298528,71.91737626693279
VIC,2022-04-01,2022,4,1881,1881,6630631.0,14.676993851397048,76.90409362234058
VIC,2022-05-01,2022,5,16861,16861,6630631.0,10.4926038355353,83.33740835711424
VIC,2022-06-01,2022,6,13934,13934,6630631.0,8.324674588758498,85.58751819068664
VIC,2022-07-01,2022,7,1900,1900,6672635.0,7.538265327615198,82.58927932416977
VIC,2022-08-01,2022,8,300,300,6672635.0,9.275134388218865,81.38242149314001
VIC,2022-09-01,2022,9,259,259,6672635.0,10.349117855987265,78.22677053710703
VIC,2022-10-01,2022,10,240,240,6719487.0,12.896790997833897,77.32006767938589
VIC,2022-11-01,2022,11,271,271,6719487.0,13.690833501444011,73.14955316957641
VIC,2022-12-01,2022,12,863,863,6719487.0,16.851632505577516,64.78240889142818
WA,2008-01-01,2008,1,32,32,2155552.0,25.145213090719352,49.92160657778057
WA,2008-02-01,2008,2,14,14,2155552.0,24.80139932382054,51.8360683763985
WA,2008-03-01,2008,3,19,19,2155552.0,22.143804115702512,56.62625305674442
WA,2008-04-01,2008,4,18,18,2171700.0,17.611393486872434,67.12540819967298
WA,2008-05-01,2008,5,37,37,2171700.0,15.691515182302656,75.18092086908425
WA,2008-06-01,2008,6,27,27,2171700.0,13.012385673088056,72.65437882731354
WA,2008-07-01,2008,7,46,46,2191582.0,11.799298385573792,76.36983018662501
WA,2008-08-01,2008,8,220,220,2191582.0,11.74286782598412,65.06661431279521
WA,2008-09-01,2008,9,430,430,2191582.0,14.023233336405998,69.92766699426858
WA,2008-10-01,2008,10,133,133,2208928.0,17.015891337269675,64.92065302664687
WA,2008-11-01,2008,11,30,30,2208928.0,17.317093741754153,64.06980795570702
WA,2008-12-01,2008,12,22,22,2208928.0,20.925556197141727,58.26128753796818
WA,2009-01-01,2009,1,29,29,2228317.0,24.77033100601847,54.6253360128539
WA,2009-02-01,2009,2,19,19,2228317.0,23.933065411234832,52.49688160083503
WA,2009-03-01,2009,3,14,14,2228317.0,21.144856289279723,55.77580564995422
WA,2009-04-01,2009,4,20,20,2240250.0,19.692686780845342,55.95273954608575
WA,2009-05-01,2009,5,91,91,2240250.0,15.801065578347968,58.64709700256351
WA,2009-06-01,2009,6,475,475,2240250.0,12.883305563074392,76.55921688879504
WA,2009-07-01,2009,7,2779,2779,2253355.0,11.577793850020404,76.42346276953006
WA,2009-08-01,2009,8,1665,1665,2253355.0,12.975317072650531,77.76442447865321
WA,2009-09-01,2009,9,288,288,2253355.0,12.953404045501676,70.65481668528584
WA,2009-10-01,2009,10,91,91,2263747.0,16.946428562953948,65.01392836302065
WA,2009-11-01,2009,11,30,30,2263747.0,19.597823166960243,58.68635165635058
WA,2009-12-01,2009,12,24,24,2263747.0,22.957136793531912,47.09100780742118
WA,2010-01-01,2010,1,13,17,2278589.0,25.22862539519044,46.930538799463065
WA,2010-02-01,2010,2,10,10,2278589.0,24.648213075235223,53.3232755992582
WA,2010-03-01,2010,3,18,18,2278589.0,22.895159539538504,55.76278629409671
WA,2010-04-01,2010,4,26,26,2290845.0,18.42389168429407,67.66942668854033
WA,2010-05-01,2010,5,25,25,2290845.0,14.588691009985428,68.76039646642403
WA,2010-06-01,2010,6,37,37,2290845.0,12.221182675048748,73.08711151179403
WA,2010-07-01,2010,7,140,140,2305415.0,11.138446690386072,74.79911631676518
WA,2010-08-01,2010,8,293,293,2305415.0,12.044097229994792,69.8699223617649
WA,2010-09-01,2010,9,462,462,2305415.0,14.204533316911869,60.61732231108152
WA,2010-10-01,2010,10,399,399,2319063.0,17.016463963098897,53.41880912460011
WA,2010-11-01,2010,11,108,108,2319063.0,21.63607215688829,47.75099833893815
WA,2010-12-01,2010,12,96,96,2319063.0,22.34518748177365,52.95599095692796
WA,2011-01-01,2011,1,60,60,2337611.0,24.81693357911088,54.53367593491659
WA,2011-02-01,2011,2,65,65,2337611.0,26.11770490003196,53.520144566814885
WA,2011-03-01,2011,3,43,43,2337611.0,23.75652755531636,52.7477580011957
WA,2011-04-01,2011,4,32,32,2353409.0,19.76140720618411,57.38422623221186
WA,2011-05-01,2011,5,23,23,2353409.0,16.01640048682669,66.23523873183315
WA,2011-06-01,2011,6,59,59,2353409.0,13.575173441333195,73.30387156597568
WA,2011-07-01,2011,7,241,241,2369612.0,12.33906467591166,79.03864535244844
WA,2011-08-01,2011,8,419,419,2369612.0,13.326673406054098,73.06922047017187
WA,2011-09-01,2011,9,488,488,2369612.0,13.848952508379275,70.4121424413631
WA,2011-10-01,2011,10,204,204,2385947.0,17.22605960928412,67.69215108717516
WA,2011-11-01,2011,11,122,122,2385947.0,19.31942450159552,59.05557623485859
WA,2011-12-01,2011,12,107,107,2385947.0,23.01246284499537,56.38513987223384
WA,2012-01-01,2012,1,59,59,2408108.0,25.535612785702337,51.12780182382079
WA,2012-02-01,2012,2,65,65,2408108.0,23.622357114263917,57.50009694576796
WA,2012-03-01,2012,3,143,143,2408108.0,22.366756270242835,49.03494977631062
WA,2012-04-01,2012,4,85,85,2425507.0,19.00997717358834,61.93791184075469
WA,2012-05-01,2012,5,119,119,2425507.0,15.459659489549034,67.09709827685747
WA,2012-06-01,2012,6,537,537,2425507.0,13.455009325777976,73.17371981109417
WA,2012-07-01,2012,7,1755,1755,2442876.0,11.304940093851163,69.47674499198598
WA,2012-08-01,2012,8,1870,1870,2442876.0,12.904608317073652,74.08993888298835
WA,2012-09-01,2012,9,377,377,2442876.0,14.382373958580956,66.45714528615456
WA,2012-10-01,2012,10,93,93,2457489.0,17.638749377108834,59.396181590789546
WA,2012-11-01,2012,11,89,89,2457489.0,18.74758631296001,61.9639000884084
WA,2012-12-01,2012,12,38,38,2457489.0,23.49421652661165,55.02758505031339
WA,2013-01-01,2013,1,73,73,2475242.0,24.33872179064841,53.888724439071446
WA,2013-02-01,2013,2,82,82,2475242.0,25.20576453722192,48.82474965069957
WA,2013-03-01,2013,3,137,137,2475242.0,20.884201776343403,63.551193753702464
WA,2013-04-01,2013,4,67,67,2486944.0,20.91163841850944,65.82327539354087
