"state","date","year","month","obs","popn","tas","RH"
"VIC",2008-01-01,2008,1,14,5233000,20.1525104754125,60.6454021397633
"VIC",2008-02-01,2008,2,6,5233000,17.4290507396286,65.2028969963319
"VIC",2008-03-01,2008,3,10,5233000,18.3277558503367,57.6982455399242
"VIC",2008-04-01,2008,4,26,5256375,12.9480485927073,69.2030083798682
"VIC",2008-05-01,2008,5,23,5256375,10.138384721701,81.7157737837716
"VIC",2008-06-01,2008,6,29,5256375,9.87974904125821,82.754046260817
"VIC",2008-07-01,2008,7,82,5286549,7.46173662433569,80.6967543116653
"VIC",2008-08-01,2008,8,446,5286549,7.49090682337266,79.7301528531378
"VIC",2008-09-01,2008,9,443,5286549,10.8391850743473,64.3935208187621
"VIC",2008-10-01,2008,10,175,5313285,13.6577231285406,59.775260056838
"VIC",2008-11-01,2008,11,31,5313285,14.9227236535134,65.5503386005814
"VIC",2008-12-01,2008,12,18,5313285,15.8642440954198,63.7695860098952
"VIC",2009-01-01,2009,1,10,5347672,20.0705599874668,52.0958113750396
"VIC",2009-02-01,2009,2,10,5347672,19.5917049720281,58.5235173245551
"VIC",2009-03-01,2009,3,12,5347672,16.8885698780707,65.6294383200228
"VIC",2009-04-01,2009,4,16,5371934,13.1227280327948,70.0883553539942
"VIC",2009-05-01,2009,5,1455,5371934,10.7657434999998,80.5278243619387
"VIC",2009-06-01,2009,6,3292,5371934,8.53350920337456,85.6152127156678
"VIC",2009-07-01,2009,7,1738,5398874,8.14008023020911,79.9207486268736
"VIC",2009-08-01,2009,8,368,5398874,9.67591503911012,74.1935827571243
"VIC",2009-09-01,2009,9,64,5398874,11.0285518307252,69.0069880524096
"VIC",2009-10-01,2009,10,34,5419249,12.2427916950478,69.8978696723852
"VIC",2009-11-01,2009,11,24,5419249,18.8087220530502,61.7354879568388
"VIC",2009-12-01,2009,12,13,5419249,17.8939445865597,60.4749960563397
"VIC",2010-01-01,2010,1,20,5445172,19.4508947000342,58.86345180161
"VIC",2010-02-01,2010,2,26,5445172,20.5561288115308,64.2084010059499
"VIC",2010-03-01,2010,3,17,5445172,17.8643326703818,68.5799604259049
"VIC",2010-04-01,2010,4,40,5461101,14.9785583478574,74.9052220852593
"VIC",2010-05-01,2010,5,41,5461101,10.7685558787642,81.6465651460476
"VIC",2010-06-01,2010,6,57,5461101,7.97291162330299,84.4900302244284
"VIC",2010-07-01,2010,7,179,5478710,7.64014246690396,85.8354359004783
"VIC",2010-08-01,2010,8,552,5478710,7.79572080973489,80.4017421133287
"VIC",2010-09-01,2010,9,750,5478710,9.48268292261686,76.2504771352042
"VIC",2010-10-01,2010,10,237,5495711,12.7391234340314,72.4846590142568
"VIC",2010-11-01,2010,11,58,5495711,15.6678538879488,69.866031685189
"VIC",2010-12-01,2010,12,115,5495711,16.6863476936113,67.977740722917
"VIC",2011-01-01,2011,1,114,5520378,19.6874031277156,68.1978465051067
"VIC",2011-02-01,2011,2,119,5520378,18.1422656261895,73.809476951753
"VIC",2011-03-01,2011,3,87,5520378,15.8393359020235,73.7474127556188
"VIC",2011-04-01,2011,4,92,5537817,13.056091849858,77.8034291554593
"VIC",2011-05-01,2011,5,103,5537817,9.35629352695153,82.0612295615636
"VIC",2011-06-01,2011,6,119,5537817,8.52253240820142,82.9913522956433
"VIC",2011-07-01,2011,7,332,5564662,7.97731467747727,81.5669256246777
"VIC",2011-08-01,2011,8,673,5564662,9.67582066446503,78.0145052813689
"VIC",2011-09-01,2011,9,995,5564662,11.0136507666277,69.7689781164254
"VIC",2011-10-01,2011,10,343,5591818,13.127248935185,71.4642422655678
"VIC",2011-11-01,2011,11,137,5591818,16.5767150320507,68.0537232124663
"VIC",2011-12-01,2011,12,93,5591818,17.445137380993,64.6180473005644
"VIC",2012-01-01,2012,1,52,5625354,19.7946663279593,60.4966396168172
"VIC",2012-02-01,2012,2,38,5625354,19.2162103874111,66.9641027447901
"VIC",2012-03-01,2012,3,104,5625354,15.95036073275,71.7752888362773
"VIC",2012-04-01,2012,4,83,5651091,13.7945273588663,74.3151294798652
"VIC",2012-05-01,2012,5,102,5651091,9.97421065919035,78.9515786152188
"VIC",2012-06-01,2012,6,654,5651091,8.08668527736589,83.3995724577366
"VIC",2012-07-01,2012,7,1629,5680420,7.8980074940574,84.8829656899887
"VIC",2012-08-01,2012,8,1959,5680420,8.29483741420177,75.9434274730845
"VIC",2012-09-01,2012,9,816,5680420,10.6273230911321,71.825188040296
"VIC",2012-10-01,2012,10,248,5709586,12.5297237657468,67.0099001699095
"VIC",2012-11-01,2012,11,207,5709586,16.272431755798,63.6078899498892
"VIC",2012-12-01,2012,12,95,5709586,17.5739350625714,60.4690667733443
"VIC",2013-01-01,2013,1,122,5744915,19.5435242811801,56.2359220760008
"VIC",2013-02-01,2013,2,118,5744915,20.731577830711,60.3674066751748
"VIC",2013-03-01,2013,3,92,5744915,18.8873438912445,60.3592779444557
"VIC",2013-04-01,2013,4,67,5772669,13.9551985577309,71.0981519226066
"VIC",2013-05-01,2013,5,176,5772669,10.6506969247516,77.7149513487308
"VIC",2013-06-01,2013,6,253,5772669,8.1508944523074,85.469941836192
"VIC",2013-07-01,2013,7,645,5804499,8.73312034886539,83.0995921886268
"VIC",2013-08-01,2013,8,1912,5804499,9.53319479512518,78.0201139818458
"VIC",2013-09-01,2013,9,1249,5804499,12.3901256213776,72.1784439808548
"VIC",2013-10-01,2013,10,503,5832585,12.274539964904,67.3205183342312
"VIC",2013-11-01,2013,11,429,5832585,14.3255262089887,67.7952165821127
"VIC",2013-12-01,2013,12,270,5832585,17.4622402665529,62.0609765424036
"VIC",2014-01-01,2014,1,273,5869511,20.6567514805447,55.9199737550801
"VIC",2014-02-01,2014,2,146,5869511,20.1095778138261,58.1158872437264
"VIC",2014-03-01,2014,3,161,5869511,17.7546619695184,67.5005064157253
"VIC",2014-04-01,2014,4,125,5894917,14.1626002315593,74.5371466854312
"VIC",2014-05-01,2014,5,315,5894917,12.1024373802936,79.4460966006693
"VIC",2014-06-01,2014,6,419,5894917,9.47744036691752,86.2101248009379
"VIC",2014-07-01,2014,7,998,5927199,8.20404385738352,83.8311802379356
"VIC",2014-08-01,2014,8,3615,5927199,8.55338793624771,78.5335274343754
"VIC",2014-09-01,2014,9,2579,5927199,10.9748583013716,72.1758167939025
"VIC",2014-10-01,2014,10,844,5957512,14.0095278378187,66.2079404703954
"VIC",2014-11-01,2014,11,225,5957512,16.1008092448108,60.0364034720821
"VIC",2014-12-01,2014,12,173,5957512,17.7199978106795,63.9157285782162
"VIC",2015-01-01,2015,1,194,5995205,19.2485466730615,62.9968011668075
"VIC",2015-02-01,2015,2,184,5995205,20.3865675219675,64.793835195819
"VIC",2015-03-01,2015,3,260,5995205,15.82257882416,65.0618047811356
"VIC",2015-04-01,2015,4,370,6022322,12.7086285002008,74.2890445548988
"VIC",2015-05-01,2015,5,504,6022322,10.4326236084441,78.7766963661756
"VIC",2015-06-01,2015,6,913,6022322,8.02974456364636,84.0855968073491
"VIC",2015-07-01,2015,7,3090,6057558,7.17010698324024,80.9147128821505
"VIC",2015-08-01,2015,8,6044,6057558,8.08875496885426,79.6815936822036
"VIC",2015-09-01,2015,9,4589,6057558,10.3991158770645,72.9991629425844
"VIC",2015-10-01,2015,10,929,6093049,16.479425864445,60.1992505444966
"VIC",2015-11-01,2015,11,136,6093049,16.1555887223004,63.7721076753392
"VIC",2015-12-01,2015,12,78,6093049,20.0711128432983,52.1947373041903
"VIC",2016-01-01,2016,1,154,6138627,19.6898236092823,63.8101200285409
"VIC",2016-02-01,2016,2,198,6138627,19.4450918255461,62.8613120525982
"VIC",2016-03-01,2016,3,294,6138627,18.8221272786872,66.0599896851359
"VIC",2016-04-01,2016,4,441,6173172,15.2481810758626,66.5833687875383
"VIC",2016-05-01,2016,5,248,6173172,11.7336333012991,77.0222308141378
"VIC",2016-06-01,2016,6,329,6173172,8.49575757366772,86.1048713669329
"VIC",2016-07-01,2016,7,1149,6205852,8.84452414968486,84.2593094003756
"VIC",2016-08-01,2016,8,3124,6205852,8.97529289050321,77.6548751924186
"VIC",2016-09-01,2016,9,4464,6205852,10.6630053341461,78.6044691675311
"VIC",2016-10-01,2016,10,1325,6235781,11.6497426118344,67.3159662681264
"VIC",2016-11-01,2016,11,655,6235781,14.4759532471107,68.3448127294834
"VIC",2016-12-01,2016,12,575,6235781,18.3685987794168,60.5105995084461
"VIC",2017-01-01,2017,1,372,6278555,19.882008310484,60.1901571468312
"VIC",2017-02-01,2017,2,322,6278555,18.6221382384363,62.34679019054
"VIC",2017-03-01,2017,3,368,6278555,19.5036787497515,64.6160196559058
"VIC",2017-04-01,2017,4,298,6302608,14.0803527915194,73.4546519103923
"VIC",2017-05-01,2017,5,489,6302608,10.4183212605839,80.5062808518182
"VIC",2017-06-01,2017,6,1519,6302608,7.62818940076679,85.273416723488
"VIC",2017-07-01,2017,7,5579,6333514,7.41420527759976,80.7496657814554
"VIC",2017-08-01,2017,8,14232,6333514,8.07784975990097,77.7406194980675
"VIC",2017-09-01,2017,9,20715,6333514,10.2936290997312,69.7286548968944
"VIC",2017-10-01,2017,10,3531,6358210,13.8248068595115,68.9776108405917
"VIC",2017-11-01,2017,11,538,6358210,18.2939468770539,61.9714328921469
"VIC",2017-12-01,2017,12,246,6358210,18.3434490248985,63.6852162386425
"VIC",2018-01-01,2018,1,574,6398586,21.0074672630696,59.7432148321748
"VIC",2018-02-01,2018,2,536,6398586,20.0287237228906,58.7354482795017
"VIC",2018-03-01,2018,3,513,6398586,17.643739859924,59.8318576423552
"VIC",2018-04-01,2018,4,360,6423038,15.1676130934049,67.4920575669786
"VIC",2018-05-01,2018,5,308,6423038,11.1583331701482,76.8323720261566
"VIC",2018-06-01,2018,6,288,6423038,7.85185997569686,83.9770310758352
"VIC",2018-07-01,2018,7,439,6454976,8.05913937388292,76.4987774415588
"VIC",2018-08-01,2018,8,1183,6454976,8.19817372451052,73.4855639289943
"VIC",2018-09-01,2018,9,2322,6454976,10.0119241459544,67.7682202653691
"VIC",2018-10-01,2018,10,2062,6479695,14.0994658057748,64.5744268143388
"VIC",2018-11-01,2018,11,1835,6479695,15.437630687303,65.428656545444
"VIC",2018-12-01,2018,12,1304,6479695,19.7847339556283,63.1870072347038
"VIC",2019-01-01,2019,1,1263,6518716,22.0715425047589,56.2149528630576
"VIC",2019-02-01,2019,2,1157,6518716,19.6105580449251,58.6573463249565
"VIC",2019-03-01,2019,3,2413,6518716,18.2527535821816,60.597272990497
"VIC",2019-04-01,2019,4,3806,6537305,14.974116534002,64.2109087634507
"VIC",2019-05-01,2019,5,8654,6537305,11.0659246803503,79.9215083109561
"VIC",2019-06-01,2019,6,11602,6537305,8.47874718831706,83.6970370160053
"VIC",2019-07-01,2019,7,13338,6567898,8.62862930300658,82.5555204997228
"VIC",2019-08-01,2019,8,13572,6567898,8.04522839841834,77.3556265312713
"VIC",2019-09-01,2019,9,8286,6567898,10.3454768286004,72.445179992423
"VIC",2019-10-01,2019,10,2940,6590050,13.8626734574958,64.3594409576025
"VIC",2019-11-01,2019,11,1233,6590050,14.3658005908705,63.3382577880692
"VIC",2019-12-01,2019,12,1247,6590050,18.3777797661727,58.2002808508669
"VIC",2020-01-01,2020,1,1820,6616636,19.6976967361913,62.5660984465864
"VIC",2020-02-01,2020,2,1425,6616636,18.4596256756257,71.0412274731224
"VIC",2020-03-01,2020,3,1164,6616636,16.3712265032826,66.4555590106817
"VIC",2020-04-01,2020,4,79,6615046,13.0019395465773,76.3265405034537
"VIC",2020-05-01,2020,5,65,6615046,9.7886814750461,81.0899006072022
"VIC",2020-06-01,2020,6,67,6615046,8.1678271855402,85.6452248642925
"VIC",2020-07-01,2020,7,80,6591437,7.97794954062408,86.42393414016
"VIC",2020-08-01,2020,8,33,6591437,8.58033117495932,80.1618575708273
"VIC",2020-09-01,2020,9,5,6591437,11.4243849264402,72.2275927301213
"VIC",2020-10-01,2020,10,8,6567195,13.3104258361021,73.4457713020374
"VIC",2020-11-01,2020,11,10,6567195,17.5981623113435,62.3877428307933
"VIC",2020-12-01,2020,12,17,6567195,16.2492330012885,62.4930899054235
"VIC",2021-01-01,2021,1,16,6555302,18.967083060124,64.3055635426578
"VIC",2021-02-01,2021,2,15,6555302,18.2460157237374,64.1614962965453
"VIC",2021-03-01,2021,3,11,6555302,15.9716228956745,72.1356603784908
"VIC",2021-04-01,2021,4,16,6547822,13.3656242492477,71.8829323931538
"VIC",2021-05-01,2021,5,2,6547822,10.4452523863952,77.6563481702977
"VIC",2021-06-01,2021,6,6,6547822,9.04204942004966,85.7252971132565
"VIC",2021-07-01,2021,7,6,6552980,7.9517140564712,83.0768379713026
"VIC",2021-08-01,2021,8,4,6552980,9.38696166727547,77.9218696823308
"VIC",2021-09-01,2021,9,4,6552980,11.0993096440436,72.0793306369866
"VIC",2021-10-01,2021,10,3,6566092,12.190577397194,71.2237061713242
"VIC",2021-11-01,2021,11,3,6566092,14.4050814083958,69.8672858481503
"VIC",2021-12-01,2021,12,27,6566092,17.3547590384043,62.956867358821
"VIC",2022-01-01,2022,1,13,6604868,21.7845667607668,65.4618512084823
"VIC",2022-02-01,2022,2,4,6604868,19.0316118731163,63.8926354022919
"VIC",2022-03-01,2022,3,64,6604868,17.8021553622985,71.9173762669328
"VIC",2022-04-01,2022,4,1881,6630631,14.676993851397,76.9040936223406
"VIC",2022-05-01,2022,5,16861,6630631,10.4926038355353,83.3374083571142
"VIC",2022-06-01,2022,6,13934,6630631,8.3246745887585,85.5875181906866
"VIC",2022-07-01,2022,7,1900,6672635,7.5382653276152,82.5892793241698
"VIC",2022-08-01,2022,8,300,6672635,9.27513438821886,81.38242149314
"VIC",2022-09-01,2022,9,259,6672635,10.3491178559873,78.226770537107
"VIC",2022-10-01,2022,10,240,6719487,12.8967909978339,77.3200676793859
"VIC",2022-11-01,2022,11,271,6719487,13.690833501444,73.1495531695764
"VIC",2022-12-01,2022,12,863,6719487,16.8516325055775,64.7824088914282
"SA",2008-01-01,2008,1,0,1584408,21.9510981352316,53.3344658052914
"SA",2008-02-01,2008,2,0,1584408,19.6925508640646,54.385723712191
"SA",2008-03-01,2008,3,0,1584408,22.0461283401074,43.2270155957708
"SA",2008-04-01,2008,4,1,1588665,15.7830114070938,57.8381369854412
"SA",2008-05-01,2008,5,9,1588665,13.133748770496,73.2411570698998
"SA",2008-06-01,2008,6,5,1588665,11.5730498098739,75.5812295101756
"SA",2008-07-01,2008,7,11,1593725,9.7018999092587,74.5237411475308
"SA",2008-08-01,2008,8,50,1593725,9.18300258139432,76.3277886986927
"SA",2008-09-01,2008,9,173,1593725,13.2291659169278,60.209956893746
"SA",2008-10-01,2008,10,154,1597880,16.283756226191,54.0660575786986
"SA",2008-11-01,2008,11,60,1597880,17.779403197772,55.858631198291
"SA",2008-12-01,2008,12,10,1597880,18.837825887549,60.2757928533442
"SA",2009-01-01,2009,1,3,1604142,22.9196666778501,45.5647796655126
"SA",2009-02-01,2009,2,4,1604142,22.1080331221278,49.8855424111699
"SA",2009-03-01,2009,3,10,1604142,19.1530914244517,58.0720414741885
"SA",2009-04-01,2009,4,20,1608902,15.8782132364525,64.2639930182029
"SA",2009-05-01,2009,5,256,1608902,12.6892350368835,78.8339875939302
"SA",2009-06-01,2009,6,999,1608902,11.0017227883257,79.8763811156677
"SA",2009-07-01,2009,7,4845,1614593,10.7303882298434,76.9683372341947
"SA",2009-08-01,2009,8,3702,1614593,12.087092419066,71.0959616899456
"SA",2009-09-01,2009,9,715,1614593,13.062067054716,66.6992341963246
"SA",2009-10-01,2009,10,135,1618578,14.5690040090964,63.378368467418
"SA",2009-11-01,2009,11,57,1618578,21.8705041433847,50.3025152622859
"SA",2009-12-01,2009,12,19,1618578,20.7646536207375,51.614758292242
"SA",2010-01-01,2010,1,19,1624033,22.454754965186,47.8878877823641
"SA",2010-02-01,2010,2,13,1624033,22.8763884548692,53.0157546053657
"SA",2010-03-01,2010,3,7,1624033,20.1014989985497,56.8139651800665
"SA",2010-04-01,2010,4,17,1627322,17.4008143713179,65.9354416456454
"SA",2010-05-01,2010,5,10,1627322,13.1669176502425,70.3501556359067
"SA",2010-06-01,2010,6,24,1627322,10.0418204705805,79.5695173765923
"SA",2010-07-01,2010,7,124,1630230,9.37984232368591,80.8602507296321
"SA",2010-08-01,2010,8,493,1630230,9.92940540674547,75.0543719229214
"SA",2010-09-01,2010,9,2199,1630230,11.1579393451872,76.6226418585173
"SA",2010-10-01,2010,10,1126,1632482,14.3675628649384,64.3650742931651
"SA",2010-11-01,2010,11,188,1632482,17.2758128630025,62.4287574143964
"SA",2010-12-01,2010,12,47,1632482,19.5301759204007,58.0957554760738
"SA",2011-01-01,2011,1,80,1636759,22.584520878531,55.4604535135848
"SA",2011-02-01,2011,2,51,1636759,21.1766104052405,62.6927680277931
"SA",2011-03-01,2011,3,51,1636759,17.8340957274128,69.9623969936324
"SA",2011-04-01,2011,4,88,1639614,15.7594684917989,66.9202077276779
"SA",2011-05-01,2011,5,175,1639614,12.0930773749002,72.7970250637638
"SA",2011-06-01,2011,6,554,1639614,10.7884368877641,76.5230085029621
"SA",2011-07-01,2011,7,1086,1643402,9.97639659740237,76.7024578240556
"SA",2011-08-01,2011,8,1076,1643402,11.555879378732,75.0552927436432
"SA",2011-09-01,2011,9,1099,1643402,13.3378109335711,61.9600209887326
"SA",2011-10-01,2011,10,329,1647183,15.3756442415037,65.7164984576354
"SA",2011-11-01,2011,11,104,1647183,19.0399288029651,57.97319174578
"SA",2011-12-01,2011,12,44,1647183,20.2328598946515,54.1374601432841
"SA",2012-01-01,2012,1,24,1652716,22.4793748869374,51.8139295511435
"SA",2012-02-01,2012,2,36,1652716,20.8897877217757,57.5382453054857
"SA",2012-03-01,2012,3,87,1652716,18.7773995090008,60.9847515496866
"SA",2012-04-01,2012,4,68,1656725,16.9200410602571,59.1334227683433
"SA",2012-05-01,2012,5,108,1656725,12.3062318958464,72.4284567816387
"SA",2012-06-01,2012,6,1327,1656725,10.0436869295019,77.7110343382456
"SA",2012-07-01,2012,7,1907,1660198,9.48778301944415,79.8683719406053
"SA",2012-08-01,2012,8,1457,1660198,10.3953181793919,73.4459224266496
"SA",2012-09-01,2012,9,404,1660198,12.8610512617828,63.7731009957527
"SA",2012-10-01,2012,10,228,1663082,15.6733417051475,55.0330388381913
"SA",2012-11-01,2012,11,397,1663082,19.4085464842873,51.6406302728252
"SA",2012-12-01,2012,12,235,1663082,20.455867304096,51.6811334139627
"SA",2013-01-01,2013,1,127,1668056,21.6782187795572,50.4715955706276
"SA",2013-02-01,2013,2,80,1668056,22.2065428582873,55.4453237141722
"SA",2013-03-01,2013,3,127,1668056,21.1390438525266,54.8126635507879
"SA",2013-04-01,2013,4,90,1671488,16.7237616260161,62.8079188808133
"SA",2013-05-01,2013,5,159,1671488,14.533715872478,67.7964667684098
"SA",2013-06-01,2013,6,171,1671488,10.6473309586531,83.8360330672714
"SA",2013-07-01,2013,7,358,1675313,10.5464435845397,78.8450981738349
"SA",2013-08-01,2013,8,1101,1675313,11.8899576431834,75.186280295285
"SA",2013-09-01,2013,9,901,1675313,15.162792366128,67.2763581493701
"SA",2013-10-01,2013,10,590,1678052,15.3061885341848,56.673284309947
"SA",2013-11-01,2013,11,749,1678052,17.1430382462246,53.6051704828448
"SA",2013-12-01,2013,12,364,1678052,20.4512773962149,51.9358257940761
"SA",2014-01-01,2014,1,217,1683544,23.169036313272,49.5153037639022
"SA",2014-02-01,2014,2,129,1683544,21.8199528847999,54.7991861982282
"SA",2014-03-01,2014,3,157,1683544,19.5379285878389,60.5687863512424
"SA",2014-04-01,2014,4,125,1686945,16.313819607369,68.9206932759662
"SA",2014-05-01,2014,5,138,1686945,14.6523688900475,72.3817921447907
"SA",2014-06-01,2014,6,244,1686945,11.3348031824234,82.0750491544477
"SA",2014-07-01,2014,7,686,1690133,10.0314887241929,77.9393517738544
"SA",2014-08-01,2014,8,4092,1690133,9.83000698218991,71.3409276622516
"SA",2014-09-01,2014,9,3758,1690133,13.3880754923442,64.1794047834616
"SA",2014-10-01,2014,10,1083,1693107,17.1459074161025,55.5293480124814
"SA",2014-11-01,2014,11,317,1693107,19.2485361458828,50.713369953641
"SA",2014-12-01,2014,12,102,1693107,19.4715103278204,58.5511717634454
"SA",2015-01-01,2015,1,138,1698433,21.0071923185782,59.2183108449968
"SA",2015-02-01,2015,2,223,1698433,22.8459174243126,49.43564513171
"SA",2015-03-01,2015,3,379,1698433,18.25340503157,58.6644326030086
"SA",2015-04-01,2015,4,470,1700668,14.1260025397532,70.0449744268338
"SA",2015-05-01,2015,5,559,1700668,12.5970438159284,76.473826698
"SA",2015-06-01,2015,6,904,1700668,10.3492336555018,77.331306535712
"SA",2015-07-01,2015,7,2819,1703703,9.26229386900567,76.5698268635904
"SA",2015-08-01,2015,8,4984,1703703,10.1359802325403,77.1187696186335
"SA",2015-09-01,2015,9,3842,1703703,12.0651319468023,67.4651512927836
"SA",2015-10-01,2015,10,1153,1705937,18.8603828525736,50.5767040893923
"SA",2015-11-01,2015,11,126,1705937,18.8532552721137,56.7511956279687
"SA",2015-12-01,2015,12,60,1705937,23.3890019253682,41.1563522037998
"SA",2016-01-01,2016,1,117,1710334,22.316730463831,53.8427344422721
"SA",2016-02-01,2016,2,133,1710334,20.9683428899404,59.4177266643414
"SA",2016-03-01,2016,3,177,1710334,20.4462538038635,62.1358396169757
"SA",2016-04-01,2016,4,305,1712843,17.0192624102612,61.6521736722006
"SA",2016-05-01,2016,5,112,1712843,14.3579499237574,73.0524042197956
"SA",2016-06-01,2016,6,96,1712843,10.767782910051,80.6199523351913
"SA",2016-07-01,2016,7,411,1717275,10.2462175165345,80.0587243588512
"SA",2016-08-01,2016,8,1165,1717275,10.8850501559802,71.6451300316694
"SA",2016-09-01,2016,9,2419,1717275,11.4225593862314,75.1666880664577
"SA",2016-10-01,2016,10,1352,1719580,14.0906132691847,61.405289267555
"SA",2016-11-01,2016,11,1065,1719580,16.5017131477765,60.2067498818199
"SA",2016-12-01,2016,12,541,1719580,20.4226626734497,55.4403270570945
"SA",2017-01-01,2017,1,284,1725253,22.3299110789401,57.1458426140055
"SA",2017-02-01,2017,2,334,1725253,20.8745938312036,59.9697674759905
"SA",2017-03-01,2017,3,320,1725253,21.1812186436259,59.1913512602421
"SA",2017-04-01,2017,4,234,1728673,16.513031960928,64.9736815001154
"SA",2017-05-01,2017,5,470,1728673,12.5311503729787,70.725491477757
"SA",2017-06-01,2017,6,1400,1728673,9.54610454239072,77.7709957054269
"SA",2017-07-01,2017,7,2871,1733055,10.6689012483764,74.0502764683605
"SA",2017-08-01,2017,8,6031,1733055,10.4638343808081,72.3134153874104
"SA",2017-09-01,2017,9,12458,1733055,12.9966433618515,66.0718726407869
"SA",2017-10-01,2017,10,2960,1735654,16.1980543721387,60.9231381167126
"SA",2017-11-01,2017,11,756,1735654,20.3851817393675,53.6701416750118
"SA",2017-12-01,2017,12,360,1735654,20.0557873686215,56.9189875036239
"SA",2018-01-01,2018,1,333,1742255,23.1207309856858,50.9911563470861
"SA",2018-02-01,2018,2,349,1742255,22.5781634219649,52.9368647926105
"SA",2018-03-01,2018,3,382,1742255,19.6814717102457,56.9976279020608
"SA",2018-04-01,2018,4,181,1746137,18.7065913844275,58.9573637874051
"SA",2018-05-01,2018,5,104,1746137,13.1450269063695,71.0722725632344
"SA",2018-06-01,2018,6,120,1746137,9.86429427496945,74.2050485173865
"SA",2018-07-01,2018,7,164,1751849,10.9373913776855,68.5989661697142
"SA",2018-08-01,2018,8,384,1751849,11.3732166574195,65.1532488448395
"SA",2018-09-01,2018,9,1089,1751849,11.7201067502539,61.9063888485217
"SA",2018-10-01,2018,10,1063,1755715,16.4912363343276,56.5392972435888
"SA",2018-11-01,2018,11,1161,1755715,17.076580213248,58.0731301656645
"SA",2018-12-01,2018,12,557,1755715,21.732131455458,54.4190664863021
"SA",2019-01-01,2019,1,420,1762889,24.0205799870996,47.8098516168924
"SA",2019-02-01,2019,2,764,1762889,21.6728727486435,51.4904919648014
"SA",2019-03-01,2019,3,2775,1762889,19.7170731160754,57.9999978848277
"SA",2019-04-01,2019,4,6265,1767395,17.385695278435,53.3301541075409
"SA",2019-05-01,2019,5,8016,1767395,12.9109498035606,72.3945862401342
"SA",2019-06-01,2019,6,2262,1767395,10.3280351758744,72.3158701466844
"SA",2019-07-01,2019,7,1605,1774006,10.8840985951179,79.3126633630366
"SA",2019-08-01,2019,8,1647,1774006,9.94965920618562,71.3595621054884
"SA",2019-09-01,2019,9,1454,1774006,12.5280930675718,64.2429573546282
"SA",2019-10-01,2019,10,778,1778928,16.8920637161651,54.0032876664348
"SA",2019-11-01,2019,11,690,1778928,16.7130500987185,55.8811023514338
"SA",2019-12-01,2019,12,407,1778928,22.3760159643158,46.9623514538372
"SA",2020-01-01,2020,1,485,1787847,21.579859198405,54.1154873317915
"SA",2020-02-01,2020,2,496,1787847,19.8654965078408,62.1903017690444
"SA",2020-03-01,2020,3,451,1787847,18.7698402620794,55.6106715963347
"SA",2020-04-01,2020,4,30,1790355,15.7094041772093,68.5633511916339
"SA",2020-05-01,2020,5,43,1790355,11.9188179623228,70.8617511750389
"SA",2020-06-01,2020,6,17,1790355,9.87282899948504,76.6857947735256
"SA",2020-07-01,2020,7,18,1792178,9.36519349442022,78.8464772087848
"SA",2020-08-01,2020,8,3,1792178,10.1910445228745,75.5246452456476
"SA",2020-09-01,2020,9,0,1792178,14.0425811038578,65.7477822647629
"SA",2020-10-01,2020,10,3,1794514,15.1678334924987,66.66628144576
"SA",2020-11-01,2020,11,3,1794514,20.5141083441374,50.4732813376516
"SA",2020-12-01,2020,12,3,1794514,19.0695228965252,53.4360529545674
"SA",2021-01-01,2021,1,3,1798586,21.2141758650976,52.7968109876074
"SA",2021-02-01,2021,2,1,1798586,20.1901306327878,56.2820327148783
"SA",2021-03-01,2021,3,5,1798586,18.7474078152733,60.9835300648308
"SA",2021-04-01,2021,4,2,1802601,16.113901821115,61.4127947312313
"SA",2021-05-01,2021,5,4,1802601,13.0778905264447,63.7448031278228
"SA",2021-06-01,2021,6,0,1802601,11.236238090473,78.8603348736127
"SA",2021-07-01,2021,7,1,1802068,10.2072063031638,77.0712396525899
"SA",2021-08-01,2021,8,4,1802068,11.0019448919763,73.2547942299189
"SA",2021-09-01,2021,9,4,1802068,13.1399124034297,62.9798095145154
"SA",2021-10-01,2021,10,4,1805733,14.2998751992304,61.0224261152441
"SA",2021-11-01,2021,11,8,1805733,16.7338292906867,60.9008062795221
"SA",2021-12-01,2021,12,4,1805733,19.6080378976987,54.5120353103191
"SA",2022-01-01,2022,1,2,1815442,22.8021753755735,60.1815434839204
"SA",2022-02-01,2022,2,1,1815442,20.4131991252759,57.246965008635
"SA",2022-03-01,2022,3,4,1815442,19.7645460995181,61.7113394038086
"SA",2022-04-01,2022,4,268,1821215,17.2698729331339,65.0563032199756
"SA",2022-05-01,2022,5,1726,1821215,12.7299472191503,75.6838084311551
"SA",2022-06-01,2022,6,4428,1821215,10.6983214881817,80.9932000691559
"SA",2022-07-01,2022,7,3999,1829316,9.45976656119431,77.2575273758978
"SA",2022-08-01,2022,8,649,1829316,10.9572697064787,76.4847740870277
"SA",2022-09-01,2022,9,375,1829316,11.5194913423711,76.9345567934961
"SA",2022-10-01,2022,10,172,1836096,14.7978407310559,71.7323076109646
"SA",2022-11-01,2022,11,144,1836096,16.0921411064056,64.5915085924662
"SA",2022-12-01,2022,12,323,1836096,19.6882837013891,53.6981553569054
"TAS",2008-01-01,2008,1,2,497552,15.9401560921916,62.2119097067197
"TAS",2008-02-01,2008,2,2,497552,13.5155628705737,69.161776728769
